CandidateName,OType,Magnitude,RA,Dec,MajorAxis
NGC 3640,Galaxy towards a Group of Galaxies,10.44,170.27855,3.234764,1.783
NGC 3705,Galaxy towards a Group of Galaxies,11.07,172.531067,9.276631,4.37
NGC 3788,Galaxy in Pair of Galaxies,12.5,174.93574323426,31.93121309122,1.697
NGC 3786,Galaxy in Pair of Galaxies,13.74,174.92713389247,31.90943660882,1.207
NGC 3816,Galaxy towards a Group of Galaxies,12.5,175.45012918855,20.10370661778,1.1
NGC 3842,Brightest Galaxy in a Cluster (BCG),11.82,176.00898,19.949825,1.113
NGC 3884,LINER-type Active Galaxy Nucleus,12.88,176.55075384644,20.39164419044,1.087
UGC 6697,Galaxy towards a Group of Galaxies,13.59,175.95462027187,19.96832067731,1.033
NGC 3885,Emission-line galaxy,11.89,176.69355667995,-27.92223792181,1.543
IC 749,Galaxy in Pair of Galaxies,12.52,179.64185317029,42.73403580995,1.223
IC 750,Active Galaxy Nucleus,12.17,179.7176,42.7225,1.773
NGC 3938,Galaxy towards a Group of Galaxies,10.38,178.20597330677,44.12074919031,4.37
UGC 6817,Galaxy,13.9,177.720767,38.880811,2.037
NGC 3941,Seyfert 2 Galaxy,11.62,178.23067062444,36.98631005914,2.367
NGC 3962,LINER-type Active Galaxy Nucleus,12.16,178.66707767519,-13.97506520801,1.993
NGC 3955,Emission-line galaxy,11.9,178.48814486369,-23.16425442848,1.943
NGC 3904,Galaxy towards a Group of Galaxies,10.96,177.305025,-29.276692,1.8
NGC 3923,Galaxy towards a Group of Galaxies,9.8,177.757429,-28.806211,6.76
NGC 4143,LINER-type Active Galaxy Nucleus,12.08,182.4002829893499,42.53417554538,1.803
NGC 4138,Seyfert 1 Galaxy,11.32,182.37417142377,43.68524003889,1.717
NGC 4051,Seyfert 1 Galaxy,12.92,180.7900422238799,44.53130072258,5.25
NGC 4111,Galaxy in Pair of Galaxies,10.74,181.76305587153,43.06565163007,4.57
NGC 4151,Seyfert 1 Galaxy,11.48,182.6357332557799,39.40585097987,6.17
NGC 4062,Emission-line galaxy,11.21,181.01587093691,31.89569157351,2.613
NGC 4134,LINER-type Active Galaxy Nucleus,13.1,182.29168058969,29.1768837077,1.11
NGC 4104,Brightest Galaxy in a Cluster (BCG),13.58,181.6621242296199,28.1742179148,1.657
NGC 4150,Galaxy towards a Group of Galaxies,11.64,182.640229,30.401486,1.107
NGC 4116,Galaxy in Pair of Galaxies,11.97,181.904817,2.690442,1.063
NGC 4073,Brightest Galaxy in a Cluster (BCG),13.21,181.1127494899,1.89600330382,1.577
NGC 4106,Galaxy in Pair of Galaxies,11.35,181.6862,-29.7683,3.63
NGC 4203,LINER-type Active Galaxy Nucleus,11.99,183.7710621681499,33.1973288792,2.3
NGC 4175,Active Galaxy Nucleus,13.45,183.129523,29.168906,1.377
NGC 4170,Low Surface Brightness Galaxy,13.34,183.08576039879,29.21027599881,4.32
UGC 7300,Galaxy towards a Cluster of Galaxies,15.49,184.18012,28.73217,1.45
NGC 4274,LINER-type Active Galaxy Nucleus,10.41,184.9608044626899,29.61478848299,5.25
NGC 4278,LINER-type Active Galaxy Nucleus,10.16,185.0284342,29.2807561,2.107
NGC 4169,Seyfert 2 Galaxy,12.34,183.07820910013,29.17940317388,1.267
NGC 4302,Galaxy in Pair of Galaxies,11.61,185.426987,14.597761,5.25
NGC 4298,Galaxy in Pair of Galaxies,11.34,185.38649117265,14.60612463631,2.34
NGC 4262,Galaxy towards a Group of Galaxies,11.55,184.87737264012,14.87764365091,1.133
M 99,HII Galaxy,9.87,184.706771,14.416489,5.13
NGC 4189,Galaxy towards a Group of Galaxies,11.74,183.44682534991,13.42484585962,1.52
NGC 4216,Galaxy in Pair of Galaxies,10.01,183.97685,13.1494,7.94
NGC 4206,Active Galaxy Nucleus,12.15,183.82009864372,13.02400281929,4.68
IC 3059,Galaxy in Pair of Galaxies,14.19,183.729989,13.461392,1.7
IC 3056,Galaxy in Pair of Galaxies,14.73,183.653906,12.811856,1.5
NGC 4193,Active Galaxy Nucleus,12.31,183.473283,13.172906,1.473
NGC 4168,Seyfert 1 Galaxy,11.18,183.0719551589199,13.20519116909,1.483
NGC 4261,LINER-type Active Galaxy Nucleus,12.87,184.8467335958,5.8249166733,4.17
NGC 4235,Seyfert 1 Galaxy,13.6,184.29117458246,7.19157594139,2.243
NGC 4292,LINER-type Active Galaxy Nucleus,12.21,185.3185750771899,4.59571057409,1.11
M 61,Seyfert 2 Galaxy,9.65,185.4788677428699,4.47377704644,6.17
UGC 7184,Galaxy,14.55,182.832978,1.492302,1.5
UGC 7577,Galaxy towards a Group of Galaxies,12.7,186.9244984016,43.49948236428,2.133
NGC 4449,Emission-line galaxy,9.64,187.046325,44.093558,5.25
NGC 4485,Galaxy in Pair of Galaxies,11.93,187.629637,41.701172,1.04
NGC 4490,Galaxy in Pair of Galaxies,9.79,187.6437,41.6405,6.76
NGC 4414,Galaxy towards a Group of Galaxies,10.12,186.6130320388199,31.22350727958,2.707
NGC 4314,LINER-type Active Galaxy Nucleus,10.58,185.63342625038,29.8955041145,2.8
UGC 7673,Starburst Galaxy,15.29,187.994039,29.709606,1.58
NGC 4494,Galaxy in Pair of Galaxies,9.74,187.85016306189,25.7750199067,4.37
NGC 4450,LINER-type Active Galaxy Nucleus,10.08,187.12329610584,17.08499336445,5.62
NGC 4350,Galaxy in Pair of Galaxies,11.08,185.990892,16.693356,2.22
NGC 4312,Galaxy towards a Group of Galaxies,11.72,185.630662,15.537919,4.37
NGC 4421,Galaxy towards a Group of Galaxies,11.6,186.7605571102099,15.4614921324,1.597
NGC 4419,LINER-type Active Galaxy Nucleus,11.16,186.7352105402999,15.04741356483,2.4
NGC 4396,Galaxy towards a Group of Galaxies,12.58,186.495008,15.671467,1.137
NGC 4379,Galaxy towards a Group of Galaxies,11.72,186.31144114911,15.60743196516,1.23
M 100,Active Galaxy Nucleus,9.35,185.7288749973299,15.8223045161,7.59
M 88,Seyfert 2 Galaxy,13.18,187.99646877602,14.42031915884,7.76
NGC 4383,Active Galaxy Nucleus,12.12,186.3561,16.4699,1.007
NGC 4371,Galaxy towards a Group of Galaxies,10.81,186.2309723248999,11.70420673544,1.857
IC 3457,Galaxy towards a Group of Galaxies,14.56,187.96393291639,12.65698581397,1.2
NGC 4478,Galaxy in Pair of Galaxies,11.45,187.57256666899,12.3285529381,1.25
NGC 4476,Galaxy towards a Group of Galaxies,12.19,187.4961554060299,12.34869227874,1.017
NGC 4452,Galaxy towards a Group of Galaxies,11.98,187.1804084777299,11.75505606297,2.8
NGC 4435,Galaxy towards a Group of Galaxies,10.8,186.918762,13.079022,2.81
NGC 4425,Galaxy towards a Group of Galaxies,11.83,186.80556739108,12.73477520732,1.887
IC 3355,Galaxy in Pair of Galaxies,14.86,186.71444177353,13.17302512189,1.1
NGC 4413,Galaxy in Pair of Galaxies,12.25,186.6342964107799,12.6106740153,1.09
MCG+02-32-045,Galaxy towards a Cluster of Galaxies,14.59,186.523513,12.559621,1.5
NGC 4497,Galaxy towards a Group of Galaxies,12.47,187.88550725826,11.62471297104,1.193
NGC 4491,Galaxy towards a Group of Galaxies,12.55,187.7379633385799,11.48352729184,1.66
NGC 4461,Galaxy in Pair of Galaxies,11.19,187.262542,13.183856,2.537
NGC 4503,Galaxy in Pair of Galaxies,11.07,188.02596874418,11.17637779761,2.04
NGC 4440,Galaxy towards a Group of Galaxies,11.72,186.9731928881699,12.29327471302,1.5
NGC 4479,Galaxy towards a Group of Galaxies,12.44,187.57654849854,13.57764520061,1.063
NGC 4477,Seyfert 2 Galaxy,10.42,187.5091482359599,13.63653992108,2.44
NGC 4458,Galaxy in Pair of Galaxies,12.07,187.23983914093,13.24192959591,1.04
NGC 4388,Seyfert 2 Galaxy,11.02,186.445083,12.662069,5.5
M 84,Seyfert 2 Galaxy,10.49,186.26559721,12.88698314,6.46
NGC 4473,Galaxy towards a Group of Galaxies,10.2,187.453658,13.429319,4.17
IC 3383,Galaxy towards a Group of Galaxies,15.18,187.0512818004399,10.2976241427,1.53
NGC 4370,Galaxy towards a Group of Galaxies,13.84,186.228883,7.444567,1.027
NGC 4378,Seyfert 2 Galaxy,13.49,186.3254267775299,4.9251348876,1.303
DW 1225+0152,Low Surface Brightness Galaxy,15.92,186.9421,1.6003,2.33
NGC 4385,Active Galaxy Nucleus,14.12,186.4283749795299,0.57257726157,1.217
NGC 4454,Galaxy in Pair of Galaxies,11.87,187.21143201051,-1.93918674231,1.287
NGC 4361,Planetary Nebula,13.2,186.1281293864699,-18.78487981564,1.35
NGC 4462,Galaxy,11.54,187.33805144407,-23.16667164283,2.103
NGC 4618,Galaxy in Pair of Galaxies,10.78,190.3870735298999,41.15088477098,1.573
NGC 4625,Galaxy in Pair of Galaxies,12.35,190.46963409149,41.27392104605,1.78
NGC 4656,Galaxy in Pair of Galaxies,10.52,190.99037045407,32.17037386514,1.473
NGC 4627,Galaxy towards a Group of Galaxies,12.43,190.4998664807554,32.5735585315852,2.6
NGC 4651,LINER-type Active Galaxy Nucleus,10.92,190.9276566960199,16.39333406925,2.11
M 91,LINER-type Active Galaxy Nucleus,13.57,188.8601861505499,14.49632231493,5.37
NGC 4551,Galaxy in Pair of Galaxies,12.02,188.90814278847,12.26396794262,1.24
IC 3506,Galaxy towards a Cluster of Galaxies,15.93,188.528079,12.741598,1.87
NGC 4528,Galaxy towards a Group of Galaxies,12.06,188.5252857183,11.32125780373,1.043
NGC 4550,Galaxy in Pair of Galaxies,11.68,188.87746399502,12.22081143522,1.833
NGC 4568,Galaxy in Pair of Galaxies,11.19,189.142883,11.238631,4.57
NGC 4564,Galaxy towards a Group of Galaxies,11.12,189.11244563021,11.43922346468,1.917
NGC 4567,Galaxy in Pair of Galaxies,11.31,189.13624164478,11.25797673963,2.88
M 58,Seyfert Galaxy,9.66,189.4314,11.8183,5.62
NGC 4638,Galaxy in Pair of Galaxies,11.23,190.69759968334,11.44249193071,1.33
NGC 4639,Galaxy in Pair of Galaxies,12.72,190.71824375014,13.257418376,1.313
M 89,LINER-type Active Galaxy Nucleus,9.75,188.91586388929,12.55634190714,6.92
NGC 4647,HII Galaxy,12.5,190.885592,11.582469,2.82
IC 3576,Active Galaxy Nucleus,15.4,189.15698,6.620887,2.24
NGC 4636,LINER-type Active Galaxy Nucleus,11.84,190.7076388667,2.68776442473,7.76
NGC 4536,Galaxy in Pair of Galaxies,10.55,188.6128,2.1883,7.41
NGC 4546,Galaxy towards a Group of Galaxies,10.32,188.87288817489,-3.79316218296,2.293
NGC 4593,Seyfert 1 Galaxy,13.15,189.91434796126,-5.34417638568,2.75
NGC 4738,Galaxy towards a Cluster of Galaxies,13.81,192.78708285521,28.7880202745,1.387
UGC 8025,LINER-type Active Galaxy Nucleus,13.93,193.5102869370599,29.60368769127,1.297
NGC 4793,Starburst Galaxy,11.93,193.66922570772,28.93867606585,1.443
NGC 4789,Galaxy towards a Group of Galaxies,12.1,193.5791852613,27.06805787466,1.44
UGC 8024,Galaxy towards a Cluster of Galaxies,13.95,193.521867,27.149631,2.24
NGC 4694,Active Galaxy Nucleus,13.36,192.062879,10.983625,1.49
NGC 4698,Seyfert 2 Galaxy,12.27,192.09545117941,8.48740765341,3.113
NGC 4664,Galaxy towards a Group of Galaxies,10.5,191.27500560396,3.05576064494,2.203
NGC 4772,LINER-type Active Galaxy Nucleus,11.04,193.37151518688,2.16837398103,1.697
NGC 4753,Galaxy towards a Group of Galaxies,9.95,193.092133,-1.199689,6.03
NGC 4783,Galaxy in Pair of Galaxies,12.8,193.6515,-12.55839,1.189
NGC 4794,Galaxy towards a Group of Galaxies,13.0,193.793792,-12.608436,1.24
NGC 4782,Radio Galaxy,12.75,193.648742,-12.568589,1.957
IC 829,Galaxy towards a Group of Galaxies,13.563495,193.114239593,-15.51857416136,1.147
NGC 4861,HII Galaxy,12.32,194.75975,34.859439,3.63
[D80] ACO 1656 120,Galaxy towards a Cluster of Galaxies,14.333,195.07540991934,27.95659249219,1.076
NGC 4895,LINER-type Active Galaxy Nucleus,13.09,195.07470150657,28.20238703437,1.03
NGC 4874,LINER-type Active Galaxy Nucleus,11.4,194.89878906845,27.95924830339,1.33
NGC 4839,Radio Galaxy,12.06,194.35148465199,27.49783419087,2.95
NGC 4911,LINER-type Active Galaxy Nucleus,13.33,195.23359031215,27.79087578367,1.38
NGC 4889,Emission-line galaxy,11.3,195.033737,27.977025,1.747
NGC 4941,Seyfert 2 Galaxy,12.23,196.0545984917999,-5.55159800102,3.89
NGC 4939,Seyfert 2 Galaxy,13.8,196.05970021872,-10.33952790409,5.01
NGC 4968,Seyfert 2 Galaxy,14.79,196.7749,-23.677039,2.24
NGC 5005,Galaxy in Pair of Galaxies,13.67,197.734633,37.058942,5.5
NGC 5061,Galaxy towards a Group of Galaxies,10.41,199.521058,-26.837222,2.0
NGC 5077,Galaxy in Pair of Galaxies,12.85,199.88195678838,-12.65696569933,1.513
NGC 5068,Galaxy,10.01,199.728363,-21.0391,7.24
NGC 5087,Active Galaxy Nucleus,12.08,200.10402989665,-20.61094222445,1.62
NGC 5085,Galaxy towards a Group of Galaxies,11.12,200.0746,-24.4403,3.72
NGC 5101,Galaxy,10.47,200.442675,-27.430519,5.62
NGC 5135,Seyfert 2 Galaxy,13.35,201.433579,-29.833678,2.57
UGC 8651,Galaxy,14.2,204.97396,40.74036,1.172
NGC 5258,Galaxy in Pair of Galaxies,12.83,204.99032012952,0.83083601891,1.003
PN A66  36,Planetary Nebula,11.57,205.17227309607,-19.88203467884,6.117
ESO 509-64,Active Galaxy Nucleus,14.7,203.6637,-23.6806,1.32
IC 4316,Galaxy,15.93,205.0754,-28.8947,1.41
NGC 5289,Galaxy in Pair of Galaxies,13.09,206.28628163185,41.50339405372,1.673
NGC 5311,Seyfert Galaxy,13.3,207.2336483,39.9851836,1.097
NGC 5273,Seyfert 1 Galaxy,13.12,205.53491734028,35.65429653301,1.657
NGC 5390,LINER-type Active Galaxy Nucleus,11.93,208.91641071526,40.46177239072,3.98
NGC 5395,Seyfert 2 Galaxy,12.48,209.65816915942,37.42448934104,2.183
NGC 5347,Seyfert 2 Galaxy,12.7,208.32416038922,33.49083656061,1.62
NGC 5375,LINER-type Active Galaxy Nucleus,12.08,209.2333633599299,29.16434822564,1.223
Mrk 463,Seyfert 2 Galaxy,14.22,209.012,18.3718,1.05
NGC 5363,Galaxy in Pair of Galaxies,10.51,209.030183,5.2547,2.72
ESO 445-76,Galaxy towards a Cluster of Galaxies,14.66,208.7312,-29.1378,1.07
NGC 5490,Radio Galaxy,15.5,212.488875,17.545425,1.107
NGC 5507,Galaxy in Pair of Galaxies,12.46,213.3327501338,-3.14888891185,1.153
NGC 5506,Active Galaxy Nucleus,14.38,213.31198375419,-3.20765469702,2.95
NGC 5495,Seyfert 2 Galaxy,13.5,213.09733331433,-27.10808488134,1.017
UGC 9243,Emission-line galaxy,14.74,216.388428,33.848139,1.02
NGC 5532,LINER-type Active Galaxy Nucleus,12.59,214.2206383,10.8073939,1.237
NGC 5560,Galaxy in Pair of Galaxies,12.37,215.018738,3.992653,1.33
NGC 5576,Galaxy in Pair of Galaxies,10.96,215.265379,3.27105,1.827
NGC 5597,Galaxy in Pair of Galaxies,14.18,216.11435,-16.762694,1.023
NGC 5656,Emission-line galaxy,12.43,217.60629182637,35.32103699005,1.077
NGC 5623,Emission-line galaxy,12.53,216.78610410741,33.25249820563,1.66
NGC 5638,Galaxy in Pair of Galaxies,11.2,217.41821560475,3.23332994768,1.41
NGC 5701,Galaxy towards a Group of Galaxies,10.88,219.7961466316,5.36347030674,1.65
NGC 5750,Active Galaxy Nucleus,15.58,221.5463675578,-0.22292299809,1.803
NGC 5713,Galaxy in Pair of Galaxies,11.2,220.048033,-0.289211,2.69
NGC 5728,Seyfert 2 Galaxy,13.4,220.59954937774,-17.25312243994,3.02
NGC 5757,Galaxy in Pair of Galaxies,13.73,221.94329713683,-19.07837758874,1.347
NGC 5775,Galaxy in Pair of Galaxies,11.34,223.490221,3.544472,3.14
NGC 5793,Seyfert 2 Galaxy,13.32,224.853362,-16.693486,1.16
IC 5039,Galaxy in Pair of Galaxies,12.6,310.80964115919,-29.85333807201,1.347
NGC 5903,Galaxy towards a Group of Galaxies,11.48,229.652204,-24.068594,1.617
NGC 5898,Galaxy towards a Group of Galaxies,11.52,229.55653460094,-24.09789690141,1.453
NGC 6907,Galaxy,11.3,306.2795,-24.8114,3.63
PN A66  65,Planetary Nebula,15.77,296.64253829593,-23.13693502308,1.8
M 75,Globular Cluster,8.26,301.520171,-21.922261,2.383
PN A66  51,Planetary Nebula,15.42,285.25580079712,-18.20425601534,1.117
Sgr dIG,Galaxy,13.6,292.4958,-17.6781,2.82
Aquarius Dwarf,Galaxy,14.83,311.7154,-12.8483,1.12
M 72,Globular Cluster,8.96,313.36542,-12.53731,5.9
NGC 5861,Seyfert 2 Galaxy,12.62,227.31704696,-11.32166111,2.113
M 16,Open Cluster,6.0,274.688,-13.792,5.05
NGC 6814,Seyfert 1 Galaxy,14.21,295.66910924423,-10.32364131079,2.797
MCG-01-40-001,Seyfert 2 Galaxy,15.7,233.33624557898,-8.70049381372,1.137
M 26,Open Cluster,8.87,281.317,-9.386,7.1
EM* AS 310,Herbig Ae/Be Star,12.52,278.33830848512,-4.96832682161,1.5
NGC 6926,Seyfert 2 Galaxy,13.87,308.2754519094599,-2.02736080816,1.517
NGC 5806,Active Galaxy Nucleus,11.7,225.00170334114,1.89132766522,1.76
NGC 5813,LINER-type Active Galaxy Nucleus,10.46,225.29679267536,1.70198376936,4.17
MCG+00-38-026,Galaxy in Pair of Galaxies,13.37,226.62167658906,1.59489646292,3.09
NGC 6240,Seyfert 2 Galaxy,13.37,253.2454,2.4009,1.103
SH 2-71,Planetary Nebula,14.0,285.50118742649,2.15304923096,1.66
NGC 6962,LINER-type Active Galaxy Nucleus,12.14,311.82943758714,0.32080892684,1.153
NGC 5964,Emission-line galaxy,11.82,234.40087641979,5.97398907277,3.8
NGC 6781,Planetary Nebula,11.8,289.617021,6.538692,1.767
PN A66  43,Planetary Nebula,14.71,268.38448656592,10.6233918771,1.333
NGC 6389,Galaxy,12.389,263.16561642136,16.40181388277,1.437
NGC 5953,Galaxy in Pair of Galaxies,12.45,233.635,15.1938,1.577
NGC 6012,Galaxy,12.42,238.55793672393,14.60118844675,1.417
NGC 6500,LINER-type Active Galaxy Nucleus,12.54,268.99909245354,18.33824093306,1.03
Hen 2-427,Wolf-Rayet,11.5,287.87864548657,16.86061137174,2.007
NGC 5962,Galaxy in Pair of Galaxies,11.34,234.13200394054,16.60775917514,1.49
PKS 1834+19,Radio Galaxy,14.0,279.165254,19.729286,1.097
NGC 6482,Galaxy towards a Group of Galaxies,11.45,267.95347468662,23.07191368642,1.503
Lan 21,Planetary Nebula,15.77,296.24640149185,22.76326489288,4.0
NGC 5859,LINER-type Active Galaxy Nucleus,12.47,226.894792,19.582281,1.533
IC 4553,Seyfert Galaxy,13.88,233.73843317,23.50322456,1.29
PN A66  39,Planetary Nebula,15.6,246.8904996763199,27.90929760566,2.9
NGC 6269,Galaxy towards a Group of Galaxies,13.73,254.49208805995,27.85441206922,1.037
M 57,Planetary Nebula,15.769,283.39623652463,33.02913424654,1.153
NGC 6207,Galaxy towards a Cluster of Galaxies,11.651,250.765625,36.832425,1.59
3C 338.0,Quasar,11.78,247.15935291929,39.55117598108,1.08
NGC 6239,Galaxy towards a Cluster of Galaxies,12.45,252.52095,42.739844,1.14
NGC 4387,Galaxy towards a Group of Galaxies,12.12,186.42365353511,12.81050128221,1.143
PHR J0723+0036,Planetary Nebula,14.0,110.95198439721,0.60889692053,1.33
NGC  708,Brightest Galaxy in a Cluster (BCG),13.29,28.193675,36.151814,1.847
A496cD,Brightest Galaxy in a Cluster (BCG),14.22,68.40769378229,-13.26194165589,1.09
NGC 4105,LINER-type Active Galaxy Nucleus,12.52,181.669862,-29.760178,2.367
NGC 5427,Galaxy in Pair of Galaxies,13.96,210.85850335189,-6.03074521951,3.02
NGC 4691,Active Galaxy Nucleus,11.08,192.05667,-3.33269,1.763
NGC 4700,Active Galaxy Nucleus,14.32,192.28395,-11.409856,1.43
NGC 1084,Galaxy towards a Group of Galaxies,10.73,41.499692,-7.578639,3.24
NGC 1407,Galaxy towards a Group of Galaxies,9.67,55.0496,-18.580378,5.62
UGC  593,Galaxy towards a Group of Galaxies,13.56,14.41277915225,43.80080582121,1.427
NGC 6921,Seyfert 2 Galaxy,12.897,307.12027417801,25.72335953469,1.09
EM* MWC 137,Herbig Ae/Be Star,13.759,94.68967536384,15.28117902628,1.117
