CandidateID,ObservationID,RMSE_RA,RMSE_Dec,RA,Dec,ApproachColor,AstrometryStatus,ExposureTime,EncoderRA,EncoderDec,SkyBackground,Temperature,Dataset,CaptureStartEpoch,Focus,RAOffset,DecOffset,SystemName,CameraName,ProcessingCode,Submitted
-5949888459006303465,123,0.6,1.17,302.103,-17.5845,GREEN,0,3.0,302.08257,-16.9279,-1.0,19229.0,C0HZG35_2_20230711_031950_20230711_032008,1689070808,-1.0,19229.0,19229.0,TMO,PMUSBCam00,0,0
3866393117946370295,124,0.51,0.55,331.3965,18.6245,GREEN,-1,1.0,333.42076,21.9961,20.55,84.409,gb00565_2_20230725_020859_20230725_021019,1690276219,51426.8,19229.0,19229.0,TMO,PMUSBCam00,0,0
-4587808369888414342,125,5.3,1.2,9.531,33.2956,GREEN,1,2.0,9.34143,33.33221,19.31,3.687,CA0R5E2_1_20231215_181125,1702692685,48793.3,0.02341,0.06718,TMO,PMUSBCam00,0,0
-5707720560266283816,126,0.42,0.59,51.336,31.0004,GREEN,1,3.0,51.38359,31.0784,19.47,3.32,CA0F8Z2_1_20231215_183501,1702694101,48793.3,0.05239,0.0662,TMO,PMUSBCam00,0,0
-3007940384728684885,127,0.73,0.9,59.094,10.4983,GREEN,1,2.0,58.90916,13.13315,19.38,2.954,Sar2721_1_20231215_191344,1702696425,48793.4,0.05099,0.04207,TMO,PMUSBCam00,0,0
-6797363275496624348,128,0.15,0.19,64.1025,39.5048,ORANGE,1,1.0,63.19884,41.23062,19.53,3.32,CA1HMP2_1_20231215_193633,1702697793,48793.4,0.0442,0.0785,TMO,PMUSBCam00,0,0
6266394537063527767,129,0.66,1.19,337.8105,23.2017,ORANGE,1,2.0,337.87604,23.12708,19.42,3.137,CA17P92_1_20231215_194434,1702698274,48793.4,-0.00172,0.00655,TMO,PMUSBCam00,0,0
2306832624186003992,130,0.12,0.04,81.2955,13.9172,ORANGE,1,1.0,77.29372,15.97813,19.09,2.954,TF23L44_1_20231215_200751,1702699671,48793.4,0.0588,0.02312,TMO,PMUSBCam00,0,0
2348868871658692317,131,0.22,0.06,78.687,-1.7885,RED,1,1.0,74.59841,-3.83654,19.27,2.405,C42NTW1_1_20231215_210007,1702702807,48568.4,0.03934,0.0516,TMO,PMUSBCam00,0,0
4386911843267872920,132,98.41,68.79,92.184,45.5106,GREEN,1,3.0,92.60943,45.50976,19.27,2.588,P21ORkZ_1_20231215_210833,1702703313,48568.4,0.04884,0.06674,TMO,PMUSBCam00,0,0
1288018757339022597,133,13.77,15.91,81.1455,-35.8342,GREEN,-1,3.0,83.75095,-30.51408,19.21,2.222,n3c1093_1_20231215_214653,1702705614,48504.5,19229.0,19229.0,TMO,PMUSBCam00,0,0
6097146130034936235,134,1.19,6.35,102.1305,25.2308,GREEN,1,3.0,102.13803,25.79118,19.16,4.419,CA1QKN2_1_20231215_221930,1702707570,48504.5,0.04722,0.05207,TMO,PMUSBCam00,0,0
5635859913414300935,135,1.59,0.4,113.3715,19.8629,GREEN,1,3.0,114.39599,20.0167,19.48,4.602,P21Pypp_1_20231215_225733,1702709853,48504.5,0.05097,0.04857,TMO,PMUSBCam00,0,0
6792191366646578945,136,17.45,4.75,128.619,28.3752,GREEN,-1,3.0,128.74506,28.34104,19.12,5.151,CA160G2_1_20231215_233102,1702711862,48504.5,19229.0,19229.0,TMO,PMUSBCam00,0,0
-3692590363847251393,137,0.75,0.28,56.9145,18.4491,ORANGE,1,3.0,56.96956,18.52684,18.83,8.264,CA1CCJ2_1_20231216_183144,1702780304,49526.5,0.06402,0.04966,TMO,PMUSBCam00,0,0
-4441527119476307170,138,37556.02,13143.22,54.2085,15.3231,ORANGE,-1,1.0,54.23538,15.30003,18.33,8.173,P21PJmL_1_20231216_190525,1702782325,49526.5,19229.0,19229.0,TMO,PMUSBCam00,0,0
-3007940384728684885,139,0.73,0.9,59.094,10.4983,GREEN,-1,2.0,59.11051,10.50005,18.63,7.898,Sar2721_1_20231216_191824,1702783104,49526.5,19229.0,19229.0,TMO,PMUSBCam00,0,0
-2004877813501227889,140,2.15,5.64,347.0985,20.3794,ORANGE,1,2.0,347.05195,20.32999,19.37,7.715,CA17RE2_1_20231216_194603,1702784763,49441.5,0.00019,0.00899,TMO,PMUSBCam00,0,0
7490156236501732953,141,95.55,91.96,76.698,1.9391,ORANGE,1,2.0,76.77284,1.97699,19.05,7.715,P21PM5j_1_20231216_200904,1702786144,49441.5,0.05982,0.07181,TMO,PMUSBCam00,0,0
873600050563706095,142,0.41,0.74,81.648,11.2089,GREEN,1,1.0,81.79842,11.42663,18.31,7.715,P21PJuE_1_20231216_203205,1702787525,49441.5,0.05611,0.05954,TMO,PMUSBCam00,0,0
2306832624186003992,143,0.12,0.04,81.2955,13.9172,ORANGE,-1,1.0,81.54905,13.77802,18.44,7.715,TF23L44_1_20231216_205025,1702788625,49441.5,19229.0,19229.0,TMO,PMUSBCam00,0,0
4386911843267872920,144,98.41,68.79,92.184,45.5106,GREEN,-1,3.0,92.1555,45.5161,17.87,7.715,P21ORkZ_1_20231216_210332,1702789412,49441.5,19229.0,19229.0,TMO,PMUSBCam00,0,0
2348868871658692317,145,0.22,0.06,78.687,-1.7885,RED,1,1.0,79.19852,-1.91053,19.5,7.349,C42NTW1_1_20231216_213555,1702791355,49441.5,0.03308,0.04845,TMO,PMUSBCam00,0,0
6097146130034936235,146,1.19,6.35,102.1305,25.2308,GREEN,1,3.0,102.19168,25.2189,18.8,7.349,CA1QKN2_1_20231216_215347,1702792427,49441.5,0.05367,0.0527,TMO,PMUSBCam00,0,0
8242727449710401517,147,37.05,16.32,89.5485,-5.1931,GREEN,1,3.0,89.49773,-5.12458,18.1,7.349,P11PJpe_1_20231216_222639,1702794399,49441.5,0.03019,0.06045,TMO,PMUSBCam00,0,0
8147765591319442989,148,0.19,0.39,109.8855,29.8588,GREEN,1,2.0,109.48329,29.55565,19.59,7.532,P21PJvP_1_20231216_230434,1702796674,49508.5,0.04311,0.05947,TMO,PMUSBCam00,0,0
8467353946611044390,149,26.26,110.2,126.9765,16.4742,ORANGE,1,3.0,126.93052,16.03165,20.11,7.532,CA2EWT2_1_20231216_232755,1702798075,49508.5,0.05738,0.0465,TMO,PMUSBCam00,0,0
-6932367331919794429,150,20.29,3.21,117.324,18.3286,GREEN,1,1.0,118.02983,18.45008,20.25,7.349,CA2CQ42_1_20231217_000046,1702800046,49508.5,0.03693,0.04405,TMO,PMUSBCam00,0,0
-6782955994541896280,151,0.29,0.4,122.7015,-16.2122,ORANGE,1,1.0,122.23255,-16.31027,20.17,7.166,3ME2D21_1_20231217_001832,1702801112,49235.7,0.03662,0.06379,TMO,PMUSBCam00,0,0
3765069247033398824,152,0.28,0.19,121.176,-3.3834,GREEN,1,1.0,120.23038,-2.34461,20.2,7.349,P21PKST_1_20231217_002635,1702801595,49235.7,0.0315,0.05835,TMO,PMUSBCam00,0,0
-1236874601469583349,153,58.56,29.59,123.495,-3.8722,GREEN,1,3.0,123.47534,-3.45459,20.03,7.166,P21PKSS_1_20231217_003925,1702802365,49235.7,0.0314,0.05744,TMO,PMUSBCam00,0,0
5635859913414300935,154,1.59,0.4,113.3715,19.8629,GREEN,1,3.0,113.10741,19.88886,19.31,7.532,P21Pypp_1_20231217_011805,1702804685,49424.4,0.01352,0.05977,TMO,PMUSBCam00,0,0
2005692932212296534,155,33.86,14.78,112.0275,27.6944,GREEN,1,3.0,111.75629,27.55691,19.5,7.715,P21PJvO_1_20231217_015148,1702806708,49424.4,0.00838,0.06276,TMO,PMUSBCam00,0,0
7081504996069527787,156,1.2,3.7,346.998,-17.4265,GREEN,0,1.0,330.72078,34.26637,-1.0,19229.0,test_20230826_003755,1693035476,-1.0,19229.0,19229.0,TMO,PMUSBCam00,0,0
4980104411193478798,157,77644.72,24092.84,350.781,-6.7923,ORANGE,0,2.0,330.72078,34.26637,-1.0,19229.0,test_20230826_003755,1693035476,-1.0,19229.0,19229.0,TMO,PMUSBCam00,0,0
7081504996069527787,158,1.2,3.7,346.998,-17.4265,GREEN,0,1.0,330.72078,34.26637,-1.0,19229.0,test_20230826_003755,1693035476,-1.0,19229.0,19229.0,TMO,PMUSBCam00,0,0
-204903381531097711,159,20.1,7.94,339.7485,26.2797,GREEN,-1,1.0,339.83806,26.11009,19.45,128.886,C9JZKG2_1_20230925_210650,1695701210,50826.2,0.01815,-0.14559,TMO,PMUSBCam00,0,0
-4421474254378257727,160,127.5,10.39,2.49,19.2383,GREEN,-1,1.0,1.91115,18.6651,19.45,127.664,C9K5CY2_1_20230925_212015,1695702015,50826.2,19229.0,19229.0,TMO,PMUSBCam00,0,0
1224253218322967972,161,0.49,0.97,340.26,19.8613,GREEN,1,3.0,340.12689,21.65473,19.47,126.931,C9JZEN2_1_20230925_213243,1695702763,50826.2,0.00197,-0.07341,TMO,PMUSBCam00,0,0
1373601286200217521,162,0.39,0.67,8.163,23.212,GREEN,1,1.0,8.20681,22.986,19.5,127.419,C9K5732_1_20230925_220537,1695704737,50826.2,0.0242,-0.07518,TMO,PMUSBCam00,0,0
-3381306210494092846,163,0.3,0.1,330.2625,19.7433,GREEN,-1,1.0,331.10696,19.18211,19.5,126.931,C9K43N2_1_20230925_222345,1695705826,50826.2,19229.0,19229.0,TMO,PMUSBCam00,0,0
4282312233852582244,164,73.53,7.29,312.3915,18.4386,ORANGE,1,1.0,313.74252,18.16975,19.5,128.397,C3T2PF1_1_20230925_223058,1695706258,50826.2,-0.02441,-0.12821,TMO,PMUSBCam00,0,0
-8693313412151368176,165,0.46,0.09,309.492,22.163,ORANGE,1,1.0,307.49574,22.25666,19.5,128.152,C9K4172_1_20230925_223901,1695706741,50826.2,-0.02501,-0.16039,TMO,PMUSBCam00,0,0
1224253218322967972,166,0.49,0.97,340.26,19.8613,GREEN,1,3.0,340.1158,21.44487,19.52,128.886,C9JZEN2_2_20230925_225204,1695707525,50826.2,-0.01182,-0.17222,TMO,PMUSBCam00,0,0
-8693313412151368176,167,0.46,0.09,309.492,22.163,ORANGE,1,1.0,307.07411,22.31359,19.55,129.619,C9K4172_2_20230925_233018,1695709818,50092.2,-0.02785,-0.15538,TMO,PMUSBCam00,0,0
4282312233852582244,168,73.53,7.29,312.3915,18.4386,ORANGE,1,1.0,313.65714,18.1871,19.58,128.641,C3T2PF1_2_20230925_234346,1695710626,50092.2,-0.02691,-0.11576,TMO,PMUSBCam00,0,0
4087953251199141824,169,0.29,0.58,38.373,30.353,GREEN,1,3.0,38.70342,30.68159,19.58,129.619,P11KnYC_1_20230925_235154,1695711115,50092.2,0.0288,-0.15556,TMO,PMUSBCam00,0,0
-2892360582968790473,170,1.37,0.84,47.808,32.4123,GREEN,1,2.0,46.59829,32.49048,19.63,127.908,C9K1ZN2_1_20230926_002957,1695713398,50254.1,0.02457,-0.22677,TMO,PMUSBCam00,0,0
-8858586492115177883,171,0.12,0.23,50.052,36.5987,GREEN,1,3.0,50.30797,37.15148,19.66,126.931,C9K2MC2_1_20230926_005300,1695714780,50254.1,0.02061,-0.02769,TMO,PMUSBCam00,0,0
-8650810641087940585,172,23.76,14.93,43.6005,33.9688,GREEN,1,1.0,40.08094,28.82676,19.72,126.931,C9K7EK2_1_20230926_012542,1695716742,50254.1,0.00396,-0.14139,TMO,PMUSBCam00,0,0
-3381306210494092846,173,0.3,0.1,330.2625,19.7433,GREEN,1,1.0,331.88421,18.50285,19.75,126.442,C9K43N2_2_20230926_014338,1695717818,50055.2,-0.02781,-0.12216,TMO,PMUSBCam00,0,0
-204903381531097711,174,20.1,7.94,339.7485,26.2797,GREEN,1,1.0,340.00316,25.53591,19.8,126.442,C9JZKG2_2_20230926_020504,1695719104,50055.2,-0.0284,-0.16597,TMO,PMUSBCam00,0,0
-2875061742186604693,175,1.79,6.51,57.909,-20.0292,GREEN,1,3.0,58.10594,-20.70172,19.85,125.22,P11KnYB_1_20230926_021748,1695719868,50055.2,0.01086,0.02343,TMO,PMUSBCam00,0,0
-4421474254378257727,176,127.5,10.39,2.49,19.2383,GREEN,1,1.0,0.4838,17.23866,20.08,133.284,C9K5CY2_2_20230926_025540,1695722140,50245.2,-0.02756,-0.11046,TMO,PMUSBCam00,0,0
1373601286200217521,177,0.39,0.67,8.163,23.212,GREEN,1,1.0,8.1299,22.65836,20.23,127.419,C9K5732_2_20230926_030842,1695722922,50245.2,-0.0255,-0.1605,TMO,PMUSBCam00,0,0
-8650810641087940585,178,23.76,14.93,43.6005,33.9688,GREEN,1,1.0,40.42647,29.32568,20.42,127.419,C9K7EK2_2_20230926_033413,1695724453,50245.2,-0.01486,-0.22046,TMO,PMUSBCam00,0,0
-2892360582968790473,179,1.37,0.84,47.808,32.4123,GREEN,1,2.0,46.77235,32.34956,20.43,129.13,C9K1ZN2_2_20230926_035143,1695725503,50245.2,-0.01091,-0.31765,TMO,PMUSBCam00,0,0
-8858586492115177883,180,0.12,0.23,50.052,36.5987,GREEN,1,3.0,38.53207,30.48075,20.42,129.374,P11KnYC_2_20230926_045321,1695729202,49922.2,-0.02072,-0.22129,TMO,PMUSBCam00,0,0
4087953251199141824,181,0.29,0.58,38.373,30.353,GREEN,1,3.0,38.53207,30.48075,20.42,129.374,P11KnYC_2_20230926_045321,1695729202,49922.2,-0.02072,-0.22129,TMO,PMUSBCam00,0,0
4282312233852582244,182,73.53,7.29,312.3915,18.4386,ORANGE,1,1.0,312.33423,18.33085,19.06,130.352,C3T2PF1_1_20230926_203756,1695785876,50928.0,-0.00464,-0.09726,TMO,PMUSBCam00,0,0
4282312233852582244,183,73.53,7.29,312.3915,18.4386,ORANGE,-1,1.0,312.296,18.43201,18.93,130.841,C3T2PF1_2_20230926_210814,1695787694,50928.0,19229.0,19229.0,TMO,PMUSBCam00,0,0
-1682460988408187371,184,35.8,56.49,10.182,14.281,ORANGE,1,2.0,8.85496,15.55166,19.18,131.818,C9KQCN2_1_20230926_214845,1695790126,50411.0,0.03616,-0.02036,TMO,PMUSBCam00,0,0
-1682460988408187371,185,35.8,56.49,10.182,14.281,ORANGE,1,2.0,8.86189,15.50724,19.17,127.175,C9KQCN2_2_20230926_222352,1695792232,50411.0,0.02229,-0.00999,TMO,PMUSBCam00,0,0
-8650810641087940585,186,23.76,14.93,43.6005,33.9688,GREEN,1,1.0,44.64624,35.1479,19.19,133.284,C9K7EK2_1_20230927_001126,1695798686,50405.0,0.03166,-0.09323,TMO,PMUSBCam00,0,0
-8650810641087940585,187,23.76,14.93,43.6005,33.9688,GREEN,1,1.0,44.76465,35.33146,19.19,130.596,C9K7EK2_2_20230927_004752,1695800873,50405.0,0.02116,-0.08078,TMO,PMUSBCam00,0,0
-6302928801476387402,188,0.59,0.39,72.144,-31.732,GREEN,1,1.0,67.9882,-31.91851,19.31,128.397,P21KpDb_1_20230927_025134,1695808294,50360.0,0.01294,-0.08764,TMO,PMUSBCam00,0,0
-6302928801476387402,189,0.59,0.39,72.144,-31.732,GREEN,1,1.0,68.15128,-31.91463,19.13,138.172,P21KpDb_2_20230927_032749,1695810469,50360.0,-0.00127,-0.08255,TMO,PMUSBCam00,0,0
1402931782450081482,190,0.4,0.15,13.461,32.4058,ORANGE,1,1.0,14.94458,30.31056,18.85,134.751,SaMar40_1_20230927_230815,1695881295,50504.5,0.01346,-0.17662,TMO,PMUSBCam00,0,0
1402931782450081482,191,0.4,0.15,13.461,32.4058,ORANGE,1,1.0,15.08903,30.03033,18.84,130.841,SaMar40_2_20230927_234451,1695883491,50504.5,0.00512,-0.23381,TMO,PMUSBCam00,0,0
6758444288126175655,192,1.4,1.2,79.0785,23.8762,GREEN,1,2.0,78.71263,24.15675,19.02,132.307,C9KDYT2_1_20230928_022133,1695892893,50418.7,0.03163,-0.09439,TMO,PMUSBCam00,0,0
6758444288126175655,193,1.4,1.2,79.0785,23.8762,GREEN,1,2.0,78.66874,24.18962,19.11,128.886,C9KDYT2_2_20230928_025752,1695895073,50418.7,0.0192,-0.08963,TMO,PMUSBCam00,0,0
-6302928801476387402,194,0.59,0.39,72.144,-31.732,GREEN,1,1.0,74.91787,-31.7181,19.19,130.841,P21KpDb_1_20230928_032542,1695896742,50490.5,0.0066,-0.08498,TMO,PMUSBCam00,0,0
9039382385680680762,195,0.27,0.51,74.319,-8.0862,GREEN,1,2.0,74.15582,-7.48702,19.23,140.371,P21KmIs_1_20230928_033835,1695897516,50490.5,0.00173,-0.07594,TMO,PMUSBCam00,0,0
-6302928801476387402,196,0.59,0.39,72.144,-31.732,GREEN,1,1.0,75.07347,-31.72179,19.32,134.995,P21KpDb_2_20230928_040133,1695898893,50490.5,-0.01192,-0.09758,TMO,PMUSBCam00,0,0
9039382385680680762,197,0.27,0.51,74.319,-8.0862,GREEN,1,2.0,74.12612,-7.47928,19.39,141.105,P21KmIs_2_20230928_041933,1695899973,50632.6,-0.01407,-0.11631,TMO,PMUSBCam00,0,0
8762935335313123976,198,,,33.81394,12.39301,GRAY,0,0.01,42.2379,14.75989,-1.0,19229.0,Jupiter_1_20230929_001155,1695971516,-1.0,19229.0,19229.0,TMO,PMUSBCam00,0,0
8219170822027581553,199,,,46.42691,17.12326,GRAY,0,0.3,50.05329,18.00581,-1.0,19229.0,Uranus_1_20230929_003547,1695972948,-1.0,19229.0,19229.0,TMO,PMUSBCam00,0,0
7426755445478650717,200,32.76,27.2,357.915,-0.8421,RED,-1,1.0,357.16018,1.70898,20.2,127.908,C3URFE1_1_20231003_203144,1696390304,49664.4,19229.0,19229.0,TMO,PMUSBCam00,0,0
-4732550996249589358,201,36.18,11.63,336.2235,-8.7052,RED,1,1.0,334.0862,-9.35136,20.2,124.487,C3UM5W1_1_20231003_203944,1696390784,49664.4,-0.00257,-0.0593,TMO,PMUSBCam00,0,0
-8851369560453034286,202,0.46,0.14,345.78,25.9308,GREEN,1,1.0,345.90096,25.8624,20.22,128.641,P11KyCJ_1_20231003_204732,1696391252,49664.4,0.00984,-0.11381,TMO,PMUSBCam00,0,0
6763926696019660085,203,6.17,1.87,327.3945,8.5132,GREEN,1,3.0,327.289,8.42736,20.25,123.998,P11Kw2V_1_20231003_210019,1696392020,49664.4,-0.01396,-0.05367,TMO,PMUSBCam00,0,0
3535950868762594748,204,26.53,26.39,351.0435,-17.3818,ORANGE,1,1.0,350.87921,-16.83466,20.2,124.976,C3UMFN1_1_20231003_213316,1696393996,49664.4,0.00216,0.01729,TMO,PMUSBCam00,0,0
-4732550996249589358,205,36.18,11.63,336.2235,-8.7052,RED,1,1.0,332.75318,-9.60148,20.12,130.352,C3UM5W1_2_20231003_214625,1696394785,49581.6,-0.02188,-0.10852,TMO,PMUSBCam00,0,0
6763926696019660085,206,6.17,1.87,327.3945,8.5132,GREEN,1,3.0,327.21582,8.40211,20.07,127.908,P11Kw2V_2_20231003_215411,1696395251,49581.6,-0.02513,-0.06096,TMO,PMUSBCam00,0,0
7426755445478650717,207,32.76,27.2,357.915,-0.8421,RED,1,1.0,356.05144,4.38136,19.93,124.487,C3URFE1_2_20231003_222707,1696397228,49581.6,-0.00666,-0.14871,TMO,PMUSBCam00,0,0
-8851369560453034286,208,0.46,0.14,345.78,25.9308,GREEN,1,1.0,346.03565,25.94321,19.91,124.976,P11KyCJ_2_20231003_223457,1696397697,49581.6,-0.01413,-0.12292,TMO,PMUSBCam00,0,0
1289399539660805471,209,1.14,0.32,15.285,48.0344,ORANGE,1,2.0,15.9991,47.96582,19.89,125.464,C9KWCH2_1_20231003_225308,1696398788,49474.4,0.0106,-0.02524,TMO,PMUSBCam00,0,0
3535950868762594748,210,26.53,26.39,351.0435,-17.3818,ORANGE,1,1.0,350.64748,-16.5845,19.83,126.197,C3UMFN1_2_20231003_231627,1696400187,49474.4,-0.02553,-0.06551,TMO,PMUSBCam00,0,0
1289399539660805471,211,1.14,0.32,15.285,48.0344,ORANGE,1,2.0,16.09638,47.96344,19.83,131.818,C9KWCH2_2_20231003_232924,1696400964,49474.4,0.00277,-0.02065,TMO,PMUSBCam00,0,0
5053268172476823141,212,0.73,1.66,28.464,-2.2565,GREEN,1,3.0,28.43729,-2.45345,19.8,128.397,P21KBg9_1_20231003_235718,1696402639,49582.5,0.00479,-0.09532,TMO,PMUSBCam00,0,0
5053268172476823141,213,0.73,1.66,28.464,-2.2565,GREEN,1,3.0,28.41933,-2.49211,19.74,127.664,P21KBg9_2_20231004_003213,1696404734,49582.5,-0.00689,-0.12115,TMO,PMUSBCam00,0,0
-6633226951820291851,214,0.06,0.03,17.8515,0.6837,GREEN,-1,1.0,17.7226,0.35599,20.31,129.374,P21KFP7_1_20231004_220710,1696482431,49784.2,-0.02556,-0.08996,TMO,PMUSBCam00,0,0
143724334051684125,215,160.23,61.51,13.2465,6.3883,GREEN,1,1.0,14.23297,6.8155,20.28,125.953,P21KG5y_1_20231004_221952,1696483192,49784.2,0.01605,-0.03062,TMO,PMUSBCam00,0,0
8849674536159371233,216,1.13,1.05,344.484,-4.1063,GREEN,1,2.0,342.5871,-5.96691,20.24,124.731,P21KESU_1_20231004_223238,1696483958,49784.2,-0.02291,-0.15592,TMO,PMUSBCam00,0,0
-7062788842607352764,217,2.49,10.06,352.335,31.5119,GREEN,1,3.0,351.44511,34.1563,20.1,128.152,C9KY9H2_1_20231004_225958,1696485599,49735.1,-0.014,-0.18587,TMO,PMUSBCam00,0,0
-8772099124936050984,218,0.71,0.47,345.2805,11.0148,ORANGE,1,1.0,346.29187,10.7572,20.02,127.908,gb00629_1_20231004_233249,1696487569,49735.1,-0.02505,-0.0687,TMO,PMUSBCam00,0,0
-8842246235165662928,219,13.79,34.86,336.708,33.4404,GREEN,1,2.0,336.97094,32.48142,20.0,126.686,C9KY7C2_1_20231004_234605,1696488366,49735.1,-0.02498,-0.32161,TMO,PMUSBCam00,0,0
8849674536159371233,220,1.13,1.05,344.484,-4.1063,GREEN,1,2.0,342.72839,-5.83694,19.93,125.709,P21KESU_2_20231005_001424,1696490064,49732.1,-0.02852,-0.16699,TMO,PMUSBCam00,0,0
-6633226951820291851,221,0.06,0.03,17.8515,0.6837,GREEN,1,1.0,17.56381,-0.11419,19.95,127.419,P21KFP7_2_20231005_003720,1696491441,49732.1,-0.01612,-0.20925,TMO,PMUSBCam00,0,0
-7062788842607352764,222,2.49,10.06,352.335,31.5119,GREEN,1,3.0,351.46461,34.06287,20.01,126.197,C9KY9H2_2_20231005_005001,1696492201,49732.1,-0.02413,-0.16628,TMO,PMUSBCam00,0,0
143724334051684125,223,160.23,61.51,13.2465,6.3883,GREEN,1,1.0,14.0495,6.67235,19.82,128.886,P21KG5y_2_20231005_012820,1696494500,49780.3,-0.02493,-0.10877,TMO,PMUSBCam00,0,0
-8842246235165662928,224,13.79,34.86,336.708,33.4404,GREEN,1,2.0,337.07305,32.23253,19.83,126.686,C9KY7C2_2_20231005_014136,1696495296,49780.3,-0.03501,-0.29435,TMO,PMUSBCam00,0,0
-8772099124936050984,225,0.71,0.47,345.2805,11.0148,ORANGE,1,1.0,346.78593,10.70277,19.7,126.686,gb00629_2_20231005_020516,1696496716,49780.3,-0.02621,-0.04127,TMO,PMUSBCam00,0,0
-851853180856606252,226,0.38,0.24,5.565,-2.7766,ORANGE,1,1.0,3.48254,0.11749,20.13,132.551,C9L82J2_1_20231005_204700,1696564020,50413.2,0.03391,-0.15861,TMO,PMUSBCam00,0,0
7799835365273956498,227,18.11,5.45,355.2945,7.3572,GREEN,1,1.0,0.05478,6.45142,20.25,132.796,C9L7UM2_1_20231005_210013,1696564814,50413.2,0.02153,-0.04661,TMO,PMUSBCam00,0,0
-3483929332957079661,228,0.28,0.5,8.9925,27.3221,ORANGE,-1,1.0,4.51341,13.41713,20.3,132.307,C9LAYH2_1_20231005_213553,1696566953,50413.2,0.02088,-0.00206,TMO,PMUSBCam00,0,0
5550643498104822917,229,3.81,8.36,4.599,13.1768,ORANGE,-1,2.0,4.51341,13.41713,20.3,132.307,C9LAYH2_1_20231005_213553,1696566953,50413.2,0.02088,-0.00206,TMO,PMUSBCam00,0,0
-6813862342286125551,230,43.1,47.61,17.5665,14.9994,GREEN,-1,1.0,17.57997,15.46004,20.33,130.352,C9LHLP2_1_20231005_220401,1696568641,50413.2,19229.0,19229.0,TMO,PMUSBCam00,0,0
2771147834385024786,231,86.09,86.33,24.021,10.7529,GREEN,1,2.0,17.99154,6.58384,20.36,130.108,C9LA8D2_1_20231005_223310,1696570390,50413.2,0.01541,-0.0391,TMO,PMUSBCam00,0,0
905464105492985577,232,0.56,0.24,16.3215,6.4191,RED,1,1.0,17.99154,6.58384,20.36,130.108,C9LA8D2_1_20231005_223310,1696570390,50413.2,0.01541,-0.0391,TMO,PMUSBCam00,0,0
-6220473829035742395,233,0.77,1.62,31.1415,11.0911,GREEN,1,1.0,31.16565,8.71359,20.38,131.085,C9LTMP2_1_20231005_224554,1696571154,50413.2,0.02838,-0.01036,TMO,PMUSBCam00,0,0
-4826082910373384741,234,0.32,0.47,11.5695,-23.0292,GREEN,1,3.0,14.88793,-19.43408,20.38,129.374,P21KNkO_1_20231005_230346,1696572226,50413.2,0.0005,0.03003,TMO,PMUSBCam00,0,0
39924869726509426,235,0.09,0.21,25.848,-6.6037,GREEN,1,1.0,25.87568,-6.42604,20.28,137.195,C3VGK91_1_20231005_233636,1696574196,50413.2,0.00526,-0.08191,TMO,PMUSBCam00,0,0
-2395185622570194834,236,0.15,0.11,41.061,8.7136,ORANGE,1,1.0,42.64916,9.01218,20.24,132.796,C9LV8W2_1_20231005_234944,1696574984,50413.2,0.02187,-0.00375,TMO,PMUSBCam00,0,0
-3483929332957079661,237,0.28,0.5,8.9925,27.3221,ORANGE,1,1.0,10.38452,25.8704,20.21,130.596,gb00632_2_20231006_000221,1696575741,50413.2,-0.01498,-0.1287,TMO,PMUSBCam00,0,0
1015655846059876291,238,0.07,0.15,37.7175,15.5994,RED,1,1.0,38.07154,17.35317,20.15,126.931,C9LWKE2_1_20231006_003047,1696577447,49936.1,0.0044,-0.03004,TMO,PMUSBCam00,0,0
5312381715083193199,239,1.53,2.13,33.042,23.6317,ORANGE,1,1.0,35.28147,20.81244,20.15,125.953,P21KNiA_1_20231006_004321,1696578201,49936.1,-0.00162,-0.09179,TMO,PMUSBCam00,0,0
-851853180856606252,240,0.38,0.24,5.565,-2.7766,ORANGE,-1,1.0,3.80999,-0.30308,20.11,125.953,C9L82J2_2_20231006_005637,1696578997,49936.1,19229.0,19229.0,TMO,PMUSBCam00,0,0
5550643498104822917,241,3.81,8.36,4.599,13.1768,ORANGE,1,2.0,4.15752,13.94502,20.03,124.487,C9LAYH2_2_20231006_013027,1696581027,49936.1,-0.0272,-0.1,TMO,PMUSBCam00,0,0
7799835365273956498,242,18.11,5.45,355.2945,7.3572,GREEN,1,1.0,359.04228,6.54992,20.01,125.22,C9L7UM2_2_20231006_015327,1696582407,49936.1,-0.02755,-0.1152,TMO,PMUSBCam00,0,0
-6813862342286125551,243,43.1,47.61,17.5665,14.9994,GREEN,1,1.0,17.51998,16.26684,20.03,125.22,C9LHLP2_2_20231006_020626,1696583186,49936.0,-0.02522,-0.11318,TMO,PMUSBCam00,0,0
-4826082910373384741,244,0.32,0.47,11.5695,-23.0292,GREEN,1,3.0,14.77673,-19.61272,20.0,124.976,P21KNkO_2_20231006_021920,1696583960,50146.0,-0.02794,-0.05563,TMO,PMUSBCam00,0,0
2771147834385024786,245,86.09,86.33,24.021,10.7529,GREEN,1,2.0,23.2273,11.20384,19.9,130.352,C9LNME2_2_20231006_025229,1696585949,50146.0,-0.02562,-0.04324,TMO,PMUSBCam00,0,0
905464105492985577,246,0.56,0.24,16.3215,6.4191,RED,1,1.0,20.78486,7.2782,19.76,125.464,C9LA8D2_2_20231006_031527,1696587327,50146.0,-0.02603,-0.06489,TMO,PMUSBCam00,0,0
