Date,MPC Target,Processed,Submitted,codes,Observability,"approx. transit time (@TMO, LOCAL)",RA,Dec,"RA Vel (""/min)","Dec Vel (""/min)",Vmag,~Error (arcsec),Error Color,Sky Brightness,SNR,Vel_Est,FWHM,Sky Mag,start,end
0823-0824,P11IhFS_2,,0,"0,",Y,4:00,01 16 48.9,-00 42 03,0.93,-0.31,21.4,10,green,,,,,,2023-08-23,2023-08-24
0823-0824,P11Ijog_1,,-1,"-2,",N,0:30,21 52 02.8,-04 32 10,-0.16,-0.31,21.5,20,green,,,,,,2023-08-23,2023-08-24
0823-0824,P11Ijog_2,,-1,"-2,",N,0:30,21 52 02.8,-04 32 10,-0.16,-0.31,21.5,20,green,,,,,,2023-08-23,2023-08-24
0823-0824,P21IhXT_1,,-1,"-2,",N,0:30,21 44 29.9,23 28 15,-0.35,-0.078,21.5,20,purple,,,,,,2023-08-23,2023-08-24
0823-0824,P21IhXT_2,,1,"2,",N,0:30,21 44 29.9,23 28 15,-0.35,-0.078,21.5,20,purple,,,,,,2023-08-23,2023-08-24
0818-0819,P11HKgz_1,,1,"1,",,900,22 59 56.5,-02 20 53,-2.83,8.78,19.9,,,,,,,,2023-08-18,2023-08-19
0818-0819,P11HKgz_2,,1,"1,",,900,22 59 56.5,-02 20 53,-2.83,8.78,19.9,,,,,,,,2023-08-18,2023-08-19
0818-0819,SWC0014_1,"_1 bad recenter,",1,"2,-5",,750,21 43 55.6,-18 20 29,-3.34,-0.96,19.8,,,,,,,,2023-08-18,2023-08-19
0818-0819,SWC0014_2,"_1 bad recenter,",1,2,,750,21 43 55.6,-18 20 29,-3.34,-0.96,19.8,,,,,,,,2023-08-18,2023-08-19
0818-0819,P21HKbI_1,,1,"1,",,820,22 22 06.2,02 50 03,4.75,5.73,20.4,,,,,,,,2023-08-18,2023-08-19
0818-0819,P21HKbI_2,,1,"1,",,820,22 22 06.2,02 50 03,4.75,5.73,20.4,,,,,,,,2023-08-18,2023-08-19
0818-0819,gb00583_1,no identifyObj,-1,"-2,",,750,21 47 15.6,16 29 25,14.02,4.07,20.6,,,,,,,,2023-08-18,2023-08-19
0818-0819,gb00583_2,no identifyObj,-1,"-2,",,750,21 47 15.6,16 29 25,14.02,4.07,20.6,,,,,,,,2023-08-18,2023-08-19
0818-0819,P11HHcS_1,"too slow, ambiguous in field",-1,"-8,",,640,20 41 13.2,-23 29 53,0.079,-0.48,20.6,,,,,,,,2023-08-18,2023-08-19
0818-0819,P11HHcS_2,"too slow, ambiguous in field",-1,"-8,",,640,20 41 13.2,-23 29 53,0.079,-0.48,20.6,,,,,,,,2023-08-18,2023-08-19
0817-0818,A10WoKE_1,"V = 16.3, 16.2",1,"2,",,9:20 PM,18 12 44.7,17 20 45,60.21,-35.58,16.5,~1,RED,,,,,,2023-08-17,2023-08-18
0817-0818,A10WoKE_2,"V = 16.3, 16.2",1,"2,",,9:20 PM,18 12 44.7,17 20 45,60.21,-35.58,16.5,~1,RED,,,,,,2023-08-17,2023-08-18
0817-0818,gb00579_1,"V = 19.2, 19.4",1,"2,",,11:50 PM,20 37 36.1,10 12 07,-0.82,-2.47,19.6,~1,GREEN,,,,,,2023-08-17,2023-08-18
0817-0818,gb00579_2,"V = 19.2, 19.4",1,"2,",,11:50 PM,20 37 36.1,10 12 07,-0.82,-2.47,19.6,~1,GREEN,,,,,,2023-08-17,2023-08-18
0817-0818,xkos347_1,"V= 19.8, 19.6",1,"2,",,12:40 AM,21 30 53.9,03 36 34,1.54,6.87,19.6,~20,ORANGE,,,,,,2023-08-17,2023-08-18
0817-0818,xkos347_2,"V= 19.8, 19.6",1,"2,",,12:40 AM,21 30 53.9,03 36 34,1.54,6.87,19.6,~20,ORANGE,,,,,,2023-08-17,2023-08-18
0817-0818,gb00582_1,"V= 20.4, 20.4",1,"2,",,1:00 AM,21 52 29.0,07 21 12,-0.68,-19.52,20.5,~20,ORANGE,,,,,,2023-08-17,2023-08-18
0817-0818,gb00582_2,"V= 20.4, 20.4",1,"2,",,1:00 AM,21 52 29.0,07 21 12,-0.68,-19.52,20.5,~20,ORANGE,,,,,,2023-08-17,2023-08-18
0816-0817,3HF1F21_1,,1,"1,",,2:50 AM,23 37 09.4,-16 12 47,-5.71,12.78,19.7,3,green,,,,,,2023-08-16,2023-08-17
0816-0817,3HF1F21_2,,1,"1,",,2:50 AM,23 37 09.4,-16 12 47,-5.71,12.78,19.7,3,green,,,,,,2023-08-16,2023-08-17
0808-0809,3H72521_1,Non identify obj mode,-1,"-2,",,310,16 28 32.6,-17 48 23,2.22,3.16,19.8,1.5,Green,,,,,,2023-08-08,2023-08-09
0808-0809,3H72521_2,Non identify obj mode,-1,"-2,",,310,16 28 32.6,-17 48 23,2.22,3.16,19.8,1.5,Green,,,,,,2023-08-08,2023-08-09
0808-0809,3H62521_1,tracking fail?,-1,"-11,",,340,16 59 32.6,-17 33 32,8.28,-2.7,19.8,200,Green,,,,,,2023-08-08,2023-08-09
0808-0809,3H62521_2,tracking fail?,-1,"-11,",,340,16 59 32.6,-17 33 32,8.28,-2.7,19.8,200,Green,,,,,,2023-08-08,2023-08-09
0808-0809,3H62421_1,,-1,"-10,",,400,17 16 45.8,-18 10 57,3.64,-3.98,19.9,2,Green,,,,,,2023-08-08,2023-08-09
0808-0809,3H62421_2,,-1,"-10,",,400,17 16 45.8,-18 10 57,3.64,-3.98,19.9,2,Green,,,,,,2023-08-08,2023-08-09
0808-0809,xkos343_1,,-1,"-10,",,650,20 08 46.2,-22 15 29,-0.73,0.8,18.9,4,Green,,,,,,2023-08-08,2023-08-09
0808-0809,xkos343_2,,-1,"-10,",,650,20 08 46.2,-22 15 29,-0.73,0.8,18.9,4,Green,,,,,,2023-08-08,2023-08-09
0808-0809,SWC0009_1,unknown,-1,-9,,730,20 53 43.6,-23 36 38,0.96,0.88,21,200,Green,,,,,,2023-08-08,2023-08-09
0808-0809,SWC0009_2,unknown,-1,-9,,730,20 53 43.6,-23 36 38,0.96,0.88,21,200,Green,,,,,,2023-08-08,2023-08-09
0807-0808,P11HCBu_1,,1,"1,",06:00 - 12:20,2023-08-08 8:10:00,21:27:05,-21:03:57,0,-0.72,21,"(7.16, 72.14)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,P11HCBu_2,,1,"1,",06:00 - 12:20,2023-08-08 8:10:00,21:27:05,-21:03:57,0,-0.72,21,"(7.16, 72.14)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,A10Wcxt_1,,1,"1,",06:30 - 12:50,2023-08-08 8:50:00,22:02:07,-15:44:28,-3.6,9.6,18.7,"(0.29, 0.54)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,A10Wcxt_2,,1,"1,",06:30 - 12:50,2023-08-08 8:50:00,22:02:07,-15:44:28,-3.6,9.6,18.7,"(0.29, 0.54)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,3H62E21_1,,1,"1,",06:50 - 13:10,2023-08-08 9:00:00,22:14:17,-9:31:29,6,13.8,18.7,"(0.47, 0.58)",ORANGE,,,,,,2023-08-07,2023-08-08
0807-0808,3H62E21_2,,1,"1,",06:50 - 13:10,2023-08-08 9:00:00,22:14:17,-9:31:29,6,13.8,18.7,"(0.47, 0.58)",ORANGE,,,,,,2023-08-07,2023-08-08
0807-0808,gb00569_1,,1,"1,",03:50 - 11:20,2023-08-08 7:10:00,20:26:49,3:31:04,-0.06,6.6,19.9,"(0.59, 1.23)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,gb00569_2,,1,"1,",03:50 - 11:20,2023-08-08 7:10:00,20:26:49,3:31:04,-0.06,6.6,19.9,"(0.59, 1.23)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,xkos342_1,,1,"1,",05:20 - 10:40,2023-08-08 7:40:00,20:51:43,-32:58:34,-1.08,-4.08,19.5,"(1.5, 1.37)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,xkos342_2,,1,"1,",05:20 - 10:40,2023-08-08 7:40:00,20:51:43,-32:58:34,-1.08,-4.08,19.5,"(1.5, 1.37)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,P11HCBv_1,frame re-registration failed,-1,"-4,",06:00 - 12:20,2023-08-08 8:10:00,21:29:10,-19:25:45,-0.66,-1.02,21.1,"(36.1, 55.41)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,P11HCBv_2,frame re-registration failed,-1,"-4,",06:00 - 12:20,2023-08-08 8:10:00,21:29:10,-19:25:45,-0.66,-1.02,21.1,"(36.1, 55.41)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,3H61821_1,,1,"1,",04:40 - 11:00,2023-08-08 7:00:00,20:10:30,-18:24:49,-5.34,-4.56,19.6,"(0.67, 0.55)",GREEN,,,,,,2023-08-07,2023-08-08
0807-0808,3H61821_2,,1,"1,",04:40 - 11:00,2023-08-08 7:00:00,20:10:30,-18:24:49,-5.34,-4.56,19.6,"(0.67, 0.55)",GREEN,,,,,,2023-08-07,2023-08-08
0806-0807,P21HAU4_1,,1,"1,",,11:30 PM,19 42 15.6,-27 35 33,0.16,0.35,20.9,20,green,,,,,,2023-08-06,2023-08-07
0806-0807,P21HAU4_2,,1,"1,",,11:30 PM,19 42 15.6,-27 35 33,0.16,0.35,20.9,20,green,,,,,,2023-08-06,2023-08-07
0806-0807,P21HDK0_1,,-1,"-2,",,12:30 AM,20 38 33.5,-09 25 12,-4.32,3.16,21,200,green,,,,,,2023-08-06,2023-08-07
0806-0807,P21HDK0_2,,-1,"-2,",,12:30 AM,20 38 33.5,-09 25 12,-4.32,3.16,21,200,green,,,,,,2023-08-06,2023-08-07
0806-0807,P11HEId_1,,1,"1,",,2:20 AM,22 27 26.5,27 53 04,-0.52,1.36,20.9,15,green,,,,,,2023-08-06,2023-08-07
0806-0807,P11HEId_2,,1,"1,",,2:20 AM,22 27 26.5,27 53 04,-0.52,1.36,20.9,15,green,,,,,,2023-08-06,2023-08-07
0806-0807,P11Hwi0_1,,1,2,,3:00 AM,23 15 43.5,-18 59 23,0.34,-0.77,21,200,green,,,,,,2023-08-06,2023-08-07
0806-0807,P11Hwi0_2,,-1,"-9,",,3:00 AM,23 15 43.5,-18 59 23,0.34,-0.77,21,200,green,,,,,,2023-08-06,2023-08-07
0806-0807,P21HqkO_1,,1,"1,",,3:20 AM,23 27 35.4,03 43 27,-2.16,-2.39,21.1,60,green,,,,,,2023-08-06,2023-08-07
0806-0807,P21HqkO_2,,1,"1,",,3:20 AM,23 27 35.4,03 43 27,-2.16,-2.39,21.1,60,green,,,,,,2023-08-06,2023-08-07
0804-0805,P11Hjfg_1,,1,"1,",06:50 - 13:10,2023-08-05 6:50:00,-0.3,0.72,2023-08-05 6:50:00,2023-08-05 13:10:00,20.6,"(9.82, 10.66)",GREEN,,,,,,2023-08-04,2023-08-05
0804-0805,P11Hjfg_2,,1,"1,",06:50 - 13:10,2023-08-05 6:50:00,-0.3,0.72,2023-08-05 6:50:00,2023-08-05 13:10:00,20.6,"(9.82, 10.66)",GREEN,,,,,,2023-08-04,2023-08-05
0804-0805,P11HyDh_1,,-1,-8,09:10 - 16:40,2023-08-05 9:10:00,0.9,0.9,2023-08-05 9:10:00,2023-08-05 16:40:00,21,"(76.94, 61.84)",GREEN,,,,,,2023-08-04,2023-08-05
0804-0805,P11HyDh_2,,-1,-8,09:10 - 16:40,2023-08-05 9:10:00,0.9,0.9,2023-08-05 9:10:00,2023-08-05 16:40:00,21,"(76.94, 61.84)",GREEN,,,,,,2023-08-04,2023-08-05
0804-0805,P21HxHC_1,ran out of storage space,-1,0,09:20 - 16:50,2023-08-05 9:20:00,0.6,0.48,2023-08-05 9:20:00,2023-08-05 16:50:00,21,"(221.59, 209.44)",GREEN,,,,,,2023-08-04,2023-08-05
0804-0805,P21HxHC_2,ran out of storage space,-1,0,09:20 - 16:50,2023-08-05 9:20:00,0.6,0.48,2023-08-05 9:20:00,2023-08-05 16:50:00,21,"(221.59, 209.44)",GREEN,,,,,,2023-08-04,2023-08-05
0804-0805,P11HuCN_1,ran out of storage space,-1,0,04:40 - 12:10,2023-08-05 4:40:00,-0.36,0.42,2023-08-05 4:40:00,2023-08-05 12:10:00,21,"(107.33, 146.76)",GREEN,,,,,,2023-08-04,2023-08-05
0804-0805,P11HuCN_2,ran out of storage space,-1,0,04:40 - 12:10,2023-08-05 4:40:00,-0.36,0.42,2023-08-05 4:40:00,2023-08-05 12:10:00,21,"(107.33, 146.76)",GREEN,,,,,,2023-08-04,2023-08-05
0803-0804,gb00567_1,didn't take images,-1,0,,4:40 AM,00 42 41.9,46 00 33,7.66,-1.36,19.3,4,green,,,,,,2023-08-03,2023-08-04
0803-0804,gb00567_2,didn't take images,-1,0,,4:40 AM,00 42 41.9,46 00 33,7.66,-1.36,19.3,4,green,,,,,,2023-08-03,2023-08-04
0803-0804,P11HuCN_1,,-1,-2,,1:10 AM,21 11 27.4,01 31 46,-0.42,0.45,21,200,green,,,,,,2023-08-03,2023-08-04
0803-0804,P11HuCN_2,,1,2,,1:10 AM,21 11 27.4,01 31 46,-0.42,0.45,21,200,green,,,,,,2023-08-03,2023-08-04
0803-0804,P11Hugc_1,,-1,-8,,10:30 PM,18 31 33.2,32 40 04,0.2,-0.42,21.1,200,green,,,,,,2023-08-03,2023-08-04
0803-0804,P11Hugc_2,,-1,-8,,10:30 PM,18 31 33.2,32 40 04,0.2,-0.42,21.1,200,green,,,,,,2023-08-03,2023-08-04
0803-0804,P21Hl9z_1,,1,"1,",,12:20 AM,20 18 52.3,-00 26 14,-0.98,0.021,21.2,100,green,,,,,,2023-08-03,2023-08-04
0803-0804,P21Hl9z_2,,1,"1,",,12:20 AM,20 18 52.3,-00 26 14,-0.98,0.021,21.2,100,green,,,,,,2023-08-03,2023-08-04
0728-0729,P21HqkP_1,,1,"1,",08:40 - 16:20,2023-07-28 12:00:00,0:39:16,17:57:05,8.4,4.38,20.1,"(3.8, 2.31)",GREEN,,,,,,2023-07-28,2023-07-29
0728-0729,P21HqkP_2,,1,"1,",08:40 - 16:20,2023-07-28 12:00:00,0:39:16,17:57:05,8.4,4.38,20.1,"(3.8, 2.31)",GREEN,,,,,,2023-07-28,2023-07-29
0728-0729,P21HmY9_1,exited?,0,"-9,",09:50 - 16:10,2023-07-28 12:10:00,0:41:29,-15:22:31,0.6,-0.12,20.3,"(2.15, 1.4)",GREEN,,,,,,2023-07-28,2023-07-29
0728-0729,P21HmY9_2,exited?,0,"-9,",09:50 - 16:10,2023-07-28 12:10:00,0:41:29,-15:22:31,0.6,-0.12,20.3,"(2.15, 1.4)",GREEN,,,,,,2023-07-28,2023-07-29
0728-0729,A10W46n_1,"not in _1, _2 fov?",-1,-2,04:30 - 10:50,2023-07-29 6:50:00,19:21:57,-21:40:17,2.22,7.8,18.4,"(47.03, 157.32)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,A10W46n_2,"not in _1, _2 fov?",-1,-2,04:30 - 10:50,2023-07-29 6:50:00,19:21:57,-21:40:17,2.22,7.8,18.4,"(47.03, 157.32)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P21Hl7L_1,,1,"1,",05:10 - 11:30,2023-07-29 7:20:00,19:57:32,-4:54:43,-3.12,-2.04,20.9,"(65.47, 48.16)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P21Hl7L_2,,1,"1,",05:10 - 11:30,2023-07-29 7:20:00,19:57:32,-4:54:43,-3.12,-2.04,20.9,"(65.47, 48.16)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P21HocZ_1,,1,"1,",04:40 - 12:10,2023-07-29 8:10:00,20:45:06,4:30:46,-1.62,1.5,21,"(13.99, 12.35)",GREEN,,,,,,2023-07-28,2023-07-29
0728-0729,P21HocZ_2,,1,"1,",04:40 - 12:10,2023-07-29 8:10:00,20:45:06,4:30:46,-1.62,1.5,21,"(13.99, 12.35)",GREEN,,,,,,2023-07-28,2023-07-29
0728-0729,P21Hod2_1,,1,"1,",05:00 - 12:30,2023-07-29 8:30:00,21:01:20,20:36:50,-3.18,3.96,20.5,"(113.6, 148.02)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P21Hod2_2,,1,"1,",05:00 - 12:30,2023-07-29 8:30:00,21:01:20,20:36:50,-3.18,3.96,20.5,"(113.6, 148.02)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P11Hg1w_1,,1,"1,",06:10 - 13:40,2023-07-29 9:30:00,22:05:47,0:24:16,2.58,0.72,20.4,"(14.33, 4.91)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P11Hg1w_2,,1,"1,",06:10 - 13:40,2023-07-29 9:30:00,22:05:47,0:24:16,2.58,0.72,20.4,"(14.33, 4.91)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P11HtiQ_1,,-1,-2,08:00 - 14:20,2023-07-29 10:20:00,22:55:32,-4:58:40,-10.8,16.2,19.4,"(272.09, 172.83)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P11HtiQ_2,,-1,-2,08:00 - 14:20,2023-07-29 10:20:00,22:55:32,-4:58:40,-10.8,16.2,19.4,"(272.09, 172.83)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P11HtiN_1,_1 recenter fail,-1,"-2,",08:20 - 14:30,2023-07-29 10:30:00,23:10:17,-9:58:40,-9,5.28,19.7,"(221.28, 100.75)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P11HtiN_2,_1 recenter fail,-1,"-2,",08:20 - 14:30,2023-07-29 10:30:00,23:10:17,-9:58:40,-9,5.28,19.7,"(221.28, 100.75)",ORANGE,,,,,,2023-07-28,2023-07-29
0728-0729,P11HtiO_1,"exited?, _1 recenter fail, not in fov",-1,"-2,-5",08:40 - 15:00,2023-07-29 11:00:00,23:31:36,-14:42:31,1.98,3.84,20.8,"(47.71, 43.67)",GREEN,,,,,,2023-07-28,2023-07-29
0728-0729,P11HtiO_2,"exited?, _1 recenter fail, not in fov",-1,-2,08:40 - 15:00,2023-07-29 11:00:00,23:31:36,-14:42:31,1.98,3.84,20.8,"(47.71, 43.67)",GREEN,,,,,,2023-07-28,2023-07-29
0727-0728,P21HqkP_1,,1,"1,",08:30 - 16:10,2023-07-27 12:00:00,0:26:51,16:17:15,7.2,3.9,20.3,"(5.38, 2.28)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P21HqkP_2,,1,"1,",08:30 - 16:10,2023-07-27 12:00:00,0:26:51,16:17:15,7.2,3.9,20.3,"(5.38, 2.28)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P21HmY9_1,astrometry fail,-1,-5,09:50 - 16:10,2023-07-27 12:10:00,0:40:37,-15:19:25,0.6,-0.12,20.3,"(126.33, 69.49)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P21HmY9_2,astrometry fail,-1,-5,09:50 - 16:10,2023-07-27 12:10:00,0:40:37,-15:19:25,0.6,-0.12,20.3,"(126.33, 69.49)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,A10W46n_1,,-1,-8,04:30 - 10:50,2023-07-28 6:50:00,19:18:06,-24:59:43,2.7,9,18.3,"(56.85, 140.44)",ORANGE,,,,,,2023-07-27,2023-07-28
0727-0728,A10W46n_2,,-1,-8,04:30 - 10:50,2023-07-28 6:50:00,19:18:06,-24:59:43,2.7,9,18.3,"(56.85, 140.44)",ORANGE,,,,,,2023-07-27,2023-07-28
0727-0728,P21Hl7L_1,"very low SNR, dispTarget is vague",-1,-8,05:10 - 11:30,2023-07-28 7:30:00,20:01:49,-4:13:15,-2.22,-1.38,21.2,"(21.53, 13.86)",ORANGE,,,,,,2023-07-27,2023-07-28
0727-0728,P21Hl7L_2,"very low SNR, dispTarget is vague",-1,-8,05:10 - 11:30,2023-07-28 7:30:00,20:01:49,-4:13:15,-2.22,-1.38,21.2,"(21.53, 13.86)",ORANGE,,,,,,2023-07-27,2023-07-28
0727-0728,P11HhJb_1,"dispTarget is vague, mag is off by 1",-1,-8,05:20 - 10:40,2023-07-28 7:40:00,20:07:30,-32:27:06,0.54,-0.84,20.5,"(1.95, 3.65)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P11HhJb_2,"dispTarget is vague, mag is off by 1",-1,-8,05:20 - 10:40,2023-07-28 7:40:00,20:07:30,-32:27:06,0.54,-0.84,20.5,"(1.95, 3.65)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P11HoQM_1,not in fov,-1,-2,06:40 - 12:40,2023-07-28 8:50:00,21:26:24,-26:39:16,3.66,3.72,20.9,"(40.07, 51.13)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P11HoQM_2,not in fov,-1,-2,06:40 - 12:40,2023-07-28 8:50:00,21:26:24,-26:39:16,3.66,3.72,20.9,"(40.07, 51.13)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P21Hod1_1,not in fov,-1,-2,06:00 - 13:40,2023-07-28 9:30:00,22:00:33,20:36:48,5.34,-6.6,20.3,"(78.19, 50.44)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P21Hod1_2,not in fov,-1,-2,06:00 - 13:40,2023-07-28 9:30:00,22:00:33,20:36:48,5.34,-6.6,20.3,"(78.19, 50.44)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P11Hr44_1,tracking fail,-1,-11,07:40 - 14:00,2023-07-28 10:00:00,22:30:38,-0:24:02,1.08,-0.36,21.4,"(83.26, 13.0)",ORANGE,,,,,,2023-07-27,2023-07-28
0727-0728,P11Hr44_2,tracking fail,-1,-11,07:40 - 14:00,2023-07-28 10:00:00,22:30:38,-0:24:02,1.08,-0.36,21.4,"(83.26, 13.0)",ORANGE,,,,,,2023-07-27,2023-07-28
0727-0728,P11Hjff_1,,1,"1,",07:50 - 14:10,2023-07-28 10:00:00,22:33:00,-17:54:58,-0.72,2.16,20.5,"(2.75, 9.07)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P11Hjff_2,,1,"1,",07:50 - 14:10,2023-07-28 10:00:00,22:33:00,-17:54:58,-0.72,2.16,20.5,"(2.75, 9.07)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P11HmDG_1,_1 not in fov,-1,-2,07:00 - 14:30,2023-07-28 10:20:00,22:55:51,1:44:59,1.86,-1.2,20.8,"(0.56, 0.59)",GREEN,,,,,,2023-07-27,2023-07-28
0727-0728,P11HmDG_2,_1 not in fov,1,2,07:00 - 14:30,2023-07-28 10:20:00,22:55:51,1:44:59,1.86,-1.2,20.8,"(0.56, 0.59)",GREEN,,,,,,2023-07-27,2023-07-28
0726-0727,A10W5lp_1,,-1,"-2,",08:10 - 15:40,2023-07-26 11:40:00,0:06:35,21:34:17,0.06,-0.48,19.1,"(62.34, 25.26)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,A10W5lp_2,,-1,"-2,",08:10 - 15:40,2023-07-26 11:40:00,0:06:35,21:34:17,0.06,-0.48,19.1,"(62.34, 25.26)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,P21HmY9_1,,-1,-8,10:00 - 16:20,2023-07-26 12:10:00,0:39:35,-15:16:52,0.6,-0.12,20.3,"(27.1, 23.18)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,P21HmY9_2,,-1,-8,10:00 - 16:20,2023-07-26 12:10:00,0:39:35,-15:16:52,0.6,-0.12,20.3,"(27.1, 23.18)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,3GN1321_1,,1,"1,",02:00 - 07:10,2023-07-27 3:00:00,15:27:46,-9:55:09,6,12.6,19.3,"(1.55, 3.2)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,3GN1321_2,,1,"1,",02:00 - 07:10,2023-07-27 3:00:00,15:27:46,-9:55:09,6,12.6,19.3,"(1.55, 3.2)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,P11HjQN_1,,-1,-5,02:00 - 08:00,2023-07-27 3:50:00,16:20:00,2:46:57,0,-0.18,20.4,"(126.47, 23.47)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,P11HjQN_2,,-1,-8,02:00 - 08:00,2023-07-27 3:50:00,16:20:00,2:46:57,0,-0.18,20.4,"(126.47, 23.47)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,xkos338_1,,-1,"-2,-11",05:00 - 10:50,2023-07-27 7:20:00,19:44:02,-28:09:13,0.12,-1.44,19.9,"(295.85, 338.41)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,xkos338_2,,-1,"-2,-11",05:00 - 10:50,2023-07-27 7:20:00,19:44:02,-28:09:13,0.12,-1.44,19.9,"(295.85, 338.41)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,P11HhJb_1,,-1,-8,05:20 - 10:50,2023-07-27 7:40:00,20:06:38,-32:06:22,0.54,-0.9,20.4,"(4.35, 9.02)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,P11HhJb_2,,-1,-8,05:20 - 10:50,2023-07-27 7:40:00,20:06:38,-32:06:22,0.54,-0.9,20.4,"(4.35, 9.02)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,gb00566_1,,1,"1,",05:40 - 12:00,2023-07-27 7:50:00,20:17:11,-8:54:04,8.4,-1.74,18.2,"(0.87, 0.38)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,gb00566_2,,1,"1,",05:40 - 12:00,2023-07-27 7:50:00,20:17:11,-8:54:04,8.4,-1.74,18.2,"(0.87, 0.38)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,P21Hl7M_1,,-1,-5,04:30 - 12:10,2023-07-27 8:00:00,20:26:46,0:34:25,3,2.28,21.2,"(102.05, 40.77)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,P21Hl7M_2,,-1,-2,04:30 - 12:10,2023-07-27 8:00:00,20:26:46,0:34:25,3,2.28,21.2,"(102.05, 40.77)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,P11HhJc_1,,1,2,05:50 - 11:40,2023-07-27 8:00:00,20:29:39,-26:43:33,-0.42,0.6,20.2,"(1.8, 2.52)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,P11HhJc_2,,-1,0,05:50 - 11:40,2023-07-27 8:00:00,20:29:39,-26:43:33,-0.42,0.6,20.2,"(1.8, 2.52)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,P21Hl9P_1,,1,"1,",05:30 - 13:10,2023-07-27 9:00:00,21:24:08,6:48:08,9.6,-9,19.1,"(35.12, 17.9)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,P21Hl9P_2,,1,"1,",05:30 - 13:10,2023-07-27 9:00:00,21:24:08,6:48:08,9.6,-9,19.1,"(35.12, 17.9)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,P11H8Cj_1,,1,"1,",07:10 - 13:30,2023-07-27 9:20:00,21:49:29,-8:14:09,7.8,3.72,20.1,"(1.85, 0.97)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,P11H8Cj_2,,1,"1,",07:10 - 13:30,2023-07-27 9:20:00,21:49:29,-8:14:09,7.8,3.72,20.1,"(1.85, 0.97)",ORANGE,,,,,,2023-07-26,2023-07-27
0726-0727,P11H8Cm_1,,-1,"-8,",07:20 - 13:10,2023-07-27 9:40:00,22:04:49,-26:57:09,0.84,-7.2,20.6,"(3.51, 26.2)",GREEN,,,,,,2023-07-26,2023-07-27
0726-0727,P11H8Cm_2,,-1,"-8,",07:20 - 13:10,2023-07-27 9:40:00,22:04:49,-26:57:09,0.84,-7.2,20.6,"(3.51, 26.2)",GREEN,,,,,,2023-07-26,2023-07-27
