CandidateName,CandidateType,Author,DateAdded,DateLastEdited,Priority,Updated,StartObservability,EndObservability,TransitTime,RejectedReason,RemovedReason,RemovedDt,RA,Dec,dRA,dDec,Magnitude,RMSE_RA,RMSE_Dec,ApproachColor,ExposureTime,NumExposures,Scheduled,Observed,Processed,Submitted,ID,Filter,Guide
P21GvaM,MPC NEO,MPCLogger,2023-06-24 02:38:16,2023-07-18 22:44:19,2,2023-06-24 05:45:36,,,2023-06-24 05:30:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:44:19,15.7707,-25.178,-0.66,0.66,21.9,0.25,0.14,GREEN,-1.0,-1.0,0,0,0,0,160418208029736959,CLEAR,1
P21I9wG,MPC NEO,MPCLogger,2023-08-29 18:23:31,2023-09-13 18:35:04,2,2023-09-09 19:12:00,2023-09-11 04:40:00,2023-09-11 12:10:00,2023-09-11 08:10:00,,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,23.6188,6.6434,-0.3,0.18,21.1,0.21,0.15,GREEN,600.0,3.0,0,0,0,0,164000477106309978,CLEAR,1
P11J9Ca,MPC NEO,MPCLogger,2023-09-13 18:35:06,2023-09-20 21:47:13,2,2023-09-16 17:02:24,2023-09-16 07:00:00,2023-09-16 10:40:00,2023-09-17 06:30:00,vMag,MPCLogger: Target removed from MPC list,2023-09-20 21:47:13,22.4342,-23.7839,-1.08,0.6,22.3,28.87,72.94,GREEN,-1.0,-1.0,0,0,0,0,169243552750132487,CLEAR,1
P21JpZh,MPC NEO,MPCLogger,2023-09-14 04:54:59,2023-10-24 18:16:14,2,2023-10-18 16:33:36,2023-10-20 04:00:00,2023-10-20 10:20:00,2023-10-19 06:10:00,vMag,MPCLogger: Target removed from MPC list,2023-10-24 18:16:14,0.255,-6.439,-0.06,-0.9,22.9,1023.6,7208.5,GREEN,-1.0,-1.0,0,0,0,0,172258344771496108,CLEAR,1
P11JhZo,MPC NEO,MPCLogger,2023-09-13 18:35:05,2023-09-16 05:30:29,2,2023-09-14 07:26:24,2023-09-14 03:10:00,2023-09-14 09:30:00,2023-09-15 05:30:00,vMag,MPCLogger: Target removed from MPC list,2023-09-16 05:30:29,21.1714,-6.3484,0.42,0.12,22.0,0.8,0.43,GREEN,-1.0,-1.0,0,0,0,0,192194166942171377,CLEAR,1
C0JMYR5,MPC NEO,MPCLogger,2023-09-22 07:25:36,2023-10-04 21:56:43,2,2023-09-29 17:02:24,2023-09-30 08:10:00,2023-09-30 14:30:00,2023-09-29 10:30:00,vMag,MPCLogger: Target removed from MPC list,2023-10-04 21:56:43,3.1845,-14.1841,-0.3,-0.9,22.7,30227.91,13198.67,RED,-1.0,-1.0,0,0,0,0,208957028896252879,CLEAR,1
P21PFCd,MPC NEO,MPCLogger,2023-12-17 21:40:46,2023-12-17 21:41:03,2,2023-12-17 06:14:24,2023-12-18 04:50:00,2023-12-18 12:20:00,2023-12-17 08:10:00,vMag,,,6.1127,45.2771,-1.08,0.06,21.7,2.78,2.08,GREEN,-1.0,-1.0,0,0,0,0,210730883308101699,,1
P21J9W6,MPC NEO,MPCLogger,2023-09-13 18:35:06,2023-09-16 05:30:29,2,2023-09-14 17:31:12,2023-09-14 03:40:00,2023-09-14 11:10:00,2023-09-15 07:00:00,vMag,MPCLogger: Target removed from MPC list,2023-09-16 05:30:29,22.7388,4.8071,-0.42,0.72,22.4,136890.43,7608.89,BLACK,-1.0,-1.0,0,0,0,0,220544010085423441,CLEAR,1
P21IGsk,MPC NEO,MPCLogger,2023-09-10 16:57:36,2023-09-14 19:54:58,2,2023-09-12 17:31:12,2023-09-14 06:10:00,2023-09-14 12:30:00,2023-09-13 08:30:00,vMag,MPCLogger: Target removed from MPC list,2023-09-14 19:54:58,0.0943,-15.1083,-0.48,0.36,21.9,12.86,9.3,GREEN,-1.0,-1.0,0,0,0,0,226166914483962577,CLEAR,1
P21GGRl,MPC NEO,MPCLogger,2023-06-29 20:33:00,2023-06-30 03:01:19,2,2023-06-29 22:48:00,2023-06-30 07:00:00,2023-06-30 07:40:00,2023-06-30 10:30:00,vMag,MPCLogger: Target removed from MPC list,2023-06-30 03:01:19,21.1747,0.2304,-1.68,-2.82,21.7,0.59,0.86,GREEN,-1.0,-1.0,0,0,0,0,246164029994171437,CLEAR,1
C9VJ7N2,MPC NEO,MPCLogger,2023-11-08 02:46:48,2023-12-17 21:40:45,2,2023-11-08 01:55:12,2023-11-08 05:30:00,2023-11-08 13:00:00,2023-11-07 09:00:00,,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,4.2605,2.5141,-10.2,-9.6,21.1,0.26,0.35,ORANGE,600.0,3.0,0,0,0,0,266231168520998520,CLEAR,1
C9EGX72,MPC NEO,MPCLogger,2023-07-10 21:11:43,2023-07-11 19:28:07,2,2023-07-11 11:31:12,2023-07-12 06:10:00,2023-07-12 11:50:00,2023-07-12 09:30:00,vMag,MPCLogger: Target removed from MPC list,2023-07-11 19:28:07,20.9743,0.4586,-0.66,0.06,21.7,1.15,1.24,GREEN,-1.0,-1.0,0,0,0,0,269174264954222697,CLEAR,1
P11KKGx,MPC NEO,MPCLogger,2023-10-07 03:31:12,2023-10-16 22:13:23,2,2023-10-05 17:45:36,2023-10-07 04:50:00,2023-10-07 11:10:00,2023-10-06 07:10:00,vMag,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,0.303,-15.1178,-0.48,0.66,21.7,41.39,26.03,GREEN,-1.0,-1.0,0,0,0,0,280841408239816637,CLEAR,1
P21Jo6q,MPC NEO,MPCLogger,2023-09-13 18:35:05,2023-09-14 19:54:58,2,2023-09-14 03:36:00,2023-09-14 03:00:00,2023-09-14 10:30:00,2023-09-14 06:30:00,,MPCLogger: Target removed from MPC list,2023-09-14 19:54:58,22.1161,20.8675,-0.3,-0.12,21.4,0.85,0.34,GREEN,600.0,3.0,0,0,0,0,303436014966210956,CLEAR,1
HirtNJ2,MPC NEO,MPCLogger,2023-07-12 21:31:47,2023-07-14 08:36:50,2,2023-07-13 16:33:36,2023-07-14 07:00:00,2023-07-14 13:10:00,2023-07-14 09:00:00,RMSE,One-time duplicate removal,,20.69,-15.0189,-0.18,1.14,20.3,37752.55,8717.53,RED,600.0,1.0,0,0,0,0,308918613979951600,CLEAR,1
P21KESU,MPC NEO,MPCLogger,2023-10-04 21:56:43,2023-10-07 03:31:12,2,2023-10-04 17:02:24,2023-10-05 03:30:00,2023-10-05 09:50:00,2023-10-05 05:40:00,,MPCLogger: Target removed from MPC list,2023-10-07 03:31:12,22.7919,-6.4431,5.82,5.28,20.8,69.2,24.11,ORANGE,600.0,2.0,0,0,0,0,320552390729777400,CLEAR,1
A10XaZo,MPC NEO,MPCLogger,2023-10-07 03:31:12,2023-10-16 22:13:23,2,2023-10-07 00:43:12,,,2023-10-06 23:50:00,RMSE,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,17.0241,68.7367,-66,-4.26,20.3,19337.55,4898.86,RED,600.0,1.0,0,0,0,0,338978806106061604,CLEAR,1
P11G4q2,MPC NEO,MPCLogger,2023-06-17 01:27:39,2023-07-18 22:41:04,2,2023-06-16 12:14:24,2023-06-17 06:20:00,2023-06-17 12:40:00,,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:41:04,20.0446,-10.4675,0.6599999999999999,-0.6,21.6,1.9764275003552243,1.5090371044000674,GREEN,,,0,0,0,0,344814682728013387,CLEAR,1
P21J4LV,MPC NEO,MPCLogger,2023-09-10 16:57:35,2023-09-11 04:34:09,2,2023-09-10 15:50:24,,,2023-09-10 12:00:00,,MPCLogger: Target removed from MPC list,2023-09-11 04:34:09,3.5043,-7.2912,0.48,-0.12,20.6,1.37,1.82,GREEN,600.0,2.0,0,0,0,0,377308028231862428,,1
C9CTCK2,MPC NEO,MPCLogger,2023-06-16 01:16:41,2023-06-17 00:40:13,2,2023-06-16 22:19:12,2023-06-17 05:30:00,2023-06-17 08:50:00,,,MPCLogger: Target removed from MPC list,2023-06-17 00:40:13,19.3339,-18.9968,-12.6,3.96,20.5,19.433626409177247,9.728483516005822,GREEN,,,0,0,0,0,416567661047036252,CLEAR,1
P21Gsxb,MPC NEO,MPCLogger,2023-06-21 00:30:44,2023-07-18 22:44:19,2,2023-06-20 16:19:12,2023-06-21 07:40:00,2023-06-21 11:50:00,2023-06-21 11:40:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:44:19,21.6964,10.3595,-0.06,0.24,21.7,18.39,18.19,GREEN,-1.0,-1.0,0,0,0,0,435612393708591138,CLEAR,1
P21Gsp7,MPC NEO,MPCLogger,2023-06-24 02:38:16,2023-07-18 22:41:03,2,2023-06-23 13:40:48,2023-06-24 08:40:00,2023-06-24 16:10:00,2023-06-24 12:00:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:41:03,22.3197,2.502,-0.06,0.24,21.9,2.53,1.02,GREEN,-1.0,-1.0,0,0,0,0,443447206193944580,CLEAR,1
P11LkBj,MPC NEO,MPCLogger,2023-10-16 22:13:25,2023-11-01 01:33:37,2,2023-10-25 16:19:12,2023-10-25 04:50:00,2023-10-25 11:10:00,2023-10-25 07:10:00,vMag,MPCLogger: Target removed from MPC list,2023-11-01 01:33:37,1.4876,-1.5225,0,0.06,27.2,3.09,9.68,GREEN,-1.0,-1.0,0,0,0,0,446187111061592923,CLEAR,1
C9J6XG2,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-21 02:16:14,2,2023-09-20 23:02:24,2023-09-21 08:20:00,2023-09-21 15:50:00,2023-09-20 11:50:00,vMag,MPCLogger: Target removed from MPC list,2023-09-21 02:16:14,3.9511,3.2227,-1.38,-3.78,22.0,0.31,0.57,GREEN,-1.0,-1.0,0,0,0,0,453550675292906084,CLEAR,1
P11LOcx,MPC NEO,MPCLogger,2023-10-16 22:13:24,2023-10-20 04:12:16,2,2023-10-16 07:55:12,2023-10-17 05:10:00,2023-10-17 12:40:00,2023-10-16 08:40:00,vMag,MPCLogger: Target removed from MPC list,2023-10-20 04:12:16,2.5103,9.6561,-1.02,0.3,21.8,2.66,0.78,GREEN,-1.0,-1.0,0,0,0,0,458709953202834965,,1
P11JurB,MPC NEO,MPCLogger,2023-09-16 05:30:29,2023-09-22 18:48:58,2,2023-09-20 17:45:36,2023-09-22 06:00:00,2023-09-22 11:40:00,2023-09-22 07:30:00,vMag,MPCLogger: Target removed from MPC list,2023-09-22 18:48:58,23.7544,-13.3939,-0.54,-0.84,22.4,134926.65,24232.5,RED,-1.0,-1.0,0,0,0,0,461424319817625809,CLEAR,1
P21Gsp5,MPC NEO,MPCLogger,2023-06-22 02:25:30,2023-06-23 17:33:54,2,2023-06-22 22:19:12,2023-06-23 08:40:00,2023-06-23 13:50:00,2023-06-23 12:30:00,,MPCLogger: Target removed from MPC list,2023-06-23 17:33:54,22.7576,5.314,0.96,1.08,21.0,0.9,0.97,GREEN,600.0,2.0,0,0,0,0,465285677283892011,CLEAR,1
ST23J80,MPC NEO,MPCLogger,2023-10-24 18:16:19,2023-11-01 01:33:37,2,2023-10-25 16:19:12,2023-10-24 17:00:00,2023-10-24 17:40:00,2023-10-25 14:40:00,,MPCLogger: Target removed from MPC list,2023-11-01 01:33:37,9.1441,53.4635,35.4,8.4,21.7,75924.58,15767.84,RED,-1.0,-1.0,0,0,0,0,466641617199288995,CLEAR,1
P11KAqN,MPC NEO,MPCLogger,2023-10-04 21:56:44,2023-10-07 03:31:12,2,2023-10-04 08:52:48,2023-10-05 06:10:00,2023-10-05 12:30:00,2023-10-04 08:30:00,dRA/dDec,MPCLogger: Target removed from MPC list,2023-10-07 03:31:12,1.5304,-12.0946,-0.3,0.06,21.5,2.33,0.99,GREEN,600.0,3.0,0,0,0,0,467204063398203899,CLEAR,1
P11Gvm5,MPC NEO,MPCLogger,2023-06-22 02:25:30,2023-06-22 22:41:16,2,2023-06-22 06:00:00,2023-06-22 05:00:00,2023-06-22 08:50:00,2023-06-22 06:20:00,,MPCLogger: Target removed from MPC list,2023-06-22 22:41:16,16.489,-12.9149,6.6,0.78,20.3,1.25,0.8,RED,600.0,1.0,0,0,0,0,468784269759374697,CLEAR,1
P11G8vW,MPC NEO,MPCLogger,2023-06-20 01:28:58,2023-06-21 00:30:44,2,2023-06-19 20:38:24,2023-06-20 03:00:00,2023-06-20 08:40:00,2023-06-20 06:20:00,,MPCLogger: Target removed from MPC list,2023-06-21 00:30:44,16.3696,-10.9126,-0.3,0.12,21.0,0.0,0.0,GREEN,,,0,0,0,0,474815911550270507,CLEAR,1
P11JDFU,MPC NEO,MPCLogger,2023-09-16 05:30:29,2023-09-20 21:47:13,2,2023-09-16 12:14:24,2023-09-16 07:00:00,2023-09-16 12:20:00,2023-09-16 08:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-20 21:47:13,0.1695,-15.3168,2.58,1.2,22.0,1.43,0.89,GREEN,-1.0,-1.0,0,0,0,0,497091711233061221,CLEAR,1
P11JGgf,MPC NEO,MPCLogger,2023-09-16 09:11:13,2023-09-20 21:47:13,2,2023-09-16 09:07:12,,,2023-09-17 06:10:00,,MPCLogger: Target removed from MPC list,2023-09-20 21:47:13,21.9192,-34.7376,-0.42,-1.02,21.5,5.22,4.83,GREEN,600.0,3.0,0,0,0,0,503747695162556833,,1
P11G8sT,MPC NEO,MPCLogger,2023-06-16 17:37:47,2023-07-18 22:41:04,2,2023-06-16 17:16:48,2023-06-17 03:00:00,2023-06-17 09:10:00,,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:41:04,16.5642,-13.7266,-1.0799999999999998,-0.48,21.7,6.2772207225809735,1.092931836849856,GREEN,,,0,0,0,0,514644170650722127,CLEAR,1
C0HQZG5,MPC NEO,MPCLogger,2023-07-12 21:31:47,2023-07-14 06:10:44,2,2023-07-13 16:19:12,2023-07-13 22:00:00,2023-07-14 03:10:00,2023-07-13 23:10:00,vMag,MPCLogger: Target removed from MPC list,2023-07-14 06:10:44,10.6926,33.6405,0.18,0.3,22.4,,,,-1.0,-1.0,0,0,0,0,522030448150799988,CLEAR,1
C3RA2R1,MPC NEO,MPCLogger,2023-06-27 18:39:58,2023-06-29 15:26:26,2,2023-06-28 22:19:12,2023-06-29 04:00:00,2023-06-29 10:30:00,2023-06-29 06:20:00,,MPCLogger: Target removed from MPC list,2023-06-29 15:26:26,17.016,47.2178,10.2,-2.46,20.2,0.52,0.29,GREEN,600.0,1.0,0,0,0,0,554364634443156092,CLEAR,1
C9F0232,MPC NEO,MPCLogger,2023-09-10 16:57:36,2023-09-13 18:35:04,2,2023-09-10 16:19:12,2023-09-11 05:10:00,2023-09-11 11:30:00,2023-09-11 07:30:00,vMag,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,22.9352,-8.7974,-0.48,-2.16,22.4,212711.68,39873.29,BLACK,-1.0,-1.0,0,0,0,0,556228876015705924,CLEAR,1
P11Jzak,MPC NEO,MPCLogger,2023-09-16 05:30:29,2023-09-20 21:47:13,2,2023-09-16 22:48:00,2023-09-17 02:50:00,2023-09-17 02:50:00,2023-09-17 06:10:00,vMag,MPCLogger: Target removed from MPC list,2023-09-20 21:47:13,22.0917,15.4639,0.66,-0.3,22.0,0.49,0.28,GREEN,-1.0,-1.0,0,0,0,0,556752808392263888,CLEAR,1
P11JUYN,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-24 03:20:50,2,2023-09-23 08:52:48,2023-09-24 06:50:00,2023-09-24 13:50:00,2023-09-23 10:10:00,vMag,MPCLogger: Target removed from MPC list,2023-09-24 03:20:50,2.5122,12.7032,0.24,-0.06,22.1,0.43,0.41,GREEN,-1.0,-1.0,0,0,0,0,565209051479992112,CLEAR,1
P11GzhE,MPC NEO,MPCLogger,2023-07-03 23:55:35,2023-07-18 22:44:19,2,2023-07-05 19:26:24,,,2023-07-06 12:00:00,Observability,MPCLogger: Target removed from MPC list,2023-07-18 22:44:19,23.0451,-29.2173,0.12,-0.24,20.3,340.66,88.64,GREEN,600.0,1.0,0,0,0,0,575056914658835114,CLEAR,1
C3R7LQ1,MPC NEO,MPCLogger,2023-06-20 01:28:58,2023-06-21 00:30:44,2,2023-06-20 04:48:00,2023-06-20 03:00:00,2023-06-20 10:00:00,2023-06-20 06:30:00,,MPCLogger: Target removed from MPC list,2023-06-21 00:30:44,16.463,4.4058,3.18,21,18.7,0.25,0.73,ORANGE,,,0,0,0,0,577450770409363303,CLEAR,1
C9V3G02,MPC NEO,MPCLogger,2023-11-08 02:46:48,2023-12-17 21:40:45,2,2023-11-08 02:52:48,2023-11-08 03:00:00,2023-11-08 09:20:00,2023-11-07 05:10:00,,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,0.5093,7.3894,6,5.34,21.5,1.38,0.6,GREEN,600.0,3.0,0,0,0,0,578032585209083944,CLEAR,1
P11HycH,MPC NEO,MPCLogger,2023-08-08 00:19:22,2023-08-29 18:23:31,2,2023-08-06 16:33:36,2023-08-09 16:00:00,2023-08-09 17:30:00,2023-08-07 13:30:00,RMSE,MPCLogger: Target removed from MPC list,2023-08-29 18:23:31,2.6594,32.8225,2.04,1.08,21.1,260177.57,97526.12,RED,600.0,3.0,0,0,0,0,585775587264974014,CLEAR,1
P21GiNw,MPC NEO,MPCLogger,2023-06-20 01:28:58,2023-07-18 22:41:03,2,2023-06-20 16:48:00,,,2023-06-20 14:30:00,Observability,MPCLogger: Target removed from MPC list,2023-07-18 22:41:03,0.625,-4.8809,1.32,0.78,21.2,52.77,31.24,GREEN,600.0,3.0,0,0,0,0,594652202075998997,CLEAR,1
P11HYkD,MPC NEO,MPCLogger,2023-08-29 18:23:32,2023-09-10 16:57:35,2,2023-09-05 16:33:36,2023-09-06 02:00:00,2023-09-06 09:20:00,2023-09-06 05:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-10 16:57:35,20.4284,0.9163,-0.42,-1.02,22.5,1247.51,2179.35,GREEN,-1.0,-1.0,0,0,0,0,602319101206528257,CLEAR,1
C9CXEE2,MPC NEO,MPCLogger,2023-06-16 05:17:50,2023-07-18 22:44:19,2,2023-06-16 22:33:36,2023-06-17 03:00:00,2023-06-17 06:50:00,,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:44:19,14.0077,51.2043,1.5599999999999998,-2.1599999999999997,22.1,0.0,0.1816590212458495,GREEN,,,0,0,0,0,608759273533799711,CLEAR,1
P21GNR8,MPC NEO,MPCLogger,2023-07-07 21:21:00,2023-07-18 22:41:04,2,2023-07-08 05:45:36,2023-07-09 03:20:00,2023-07-09 10:50:00,2023-07-09 06:40:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:41:04,17.9818,7.8972,-0.06,0.18,21.7,1.93,5.1,GREEN,-1.0,-1.0,0,0,0,0,613610543639452564,CLEAR,1
P11M8vc,MPC NEO,MPCLogger,2023-10-20 04:12:18,2023-11-01 01:33:37,2,2023-10-25 17:31:12,2023-10-25 04:30:00,2023-10-25 10:30:00,2023-10-25 06:40:00,vMag,MPCLogger: Target removed from MPC list,2023-11-01 01:33:37,1.1341,-26.9257,-1.08,0.72,22.4,0.71,0.79,GREEN,-1.0,-1.0,0,0,0,0,636600331963878790,CLEAR,1
Hs211Ou,MPC NEO,MPCLogger,2023-07-20 16:44:13,2023-07-27 20:41:27,2,2023-07-23 16:19:12,2023-07-24 06:40:00,2023-07-24 13:00:00,2023-07-24 08:50:00,RMSE,MPCLogger: Target removed from MPC list,2023-07-27 20:41:27,21.1639,-11.3919,-0.6,-1.68,21.2,155154.39,35287.91,BLACK,600.0,3.0,0,0,0,0,675692633465065393,CLEAR,1
P11LQTX,MPC NEO,MPCLogger,2023-10-16 22:13:24,2023-10-20 04:12:16,2,2023-10-16 14:09:36,2023-10-17 10:00:00,2023-10-17 16:50:00,2023-10-16 13:30:00,vMag,MPCLogger: Target removed from MPC list,2023-10-20 04:12:16,7.3078,24.4972,-0.66,-0.12,21.9,1.39,0.7,GREEN,-1.0,-1.0,0,0,0,0,678887834535988423,,1
ST23H33,MPC NEO,MPCLogger,2023-08-29 18:23:31,2023-09-06 03:51:41,2,2023-08-29 23:16:48,2023-08-30 04:00:00,2023-08-30 08:10:00,2023-08-30 04:00:00,RMSE,MPCLogger: Target removed from MPC list,2023-09-06 03:51:41,18.7023,51.3027,4.38,-16.2,18.7,849.24,139.14,GREEN,300.0,1.0,0,0,0,0,695432982869244334,CLEAR,1
P11HCBu,MPC NEO,MPCLogger,2023-08-08 00:19:22,2023-08-29 18:23:31,2,2023-08-07 16:19:12,2023-08-09 06:00:00,2023-08-09 07:50:00,2023-08-08 08:10:00,Observability,MPCLogger: Target removed from MPC list,2023-08-29 18:23:31,21.4513,-21.0238,0,-0.72,21.0,6.37,64.55,GREEN,600.0,2.0,0,0,0,0,700155043303245705,CLEAR,1
P11K2PO,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-10-16 22:13:23,2,2023-10-06 17:02:24,2023-10-07 08:00:00,2023-10-07 15:30:00,2023-10-06 11:30:00,dRA/dDec,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,4.6623,0.2827,-0.18,0.54,21.5,595.19,842.32,GREEN,600.0,3.0,0,0,0,0,706544710738414962,CLEAR,1
C9GQZT2,MPC NEO,MPCLogger,2023-09-16 07:06:31,2023-09-17 02:48:03,2,2023-09-16 08:24:00,2023-09-16 07:00:00,2023-09-16 12:30:00,2023-09-16 08:20:00,,MPCLogger: Target removed from MPC list,2023-09-17 02:48:03,0.1619,15.4772,24.6,16.2,19.4,0.55,0.57,ORANGE,300.0,1.0,0,0,0,0,713265272540036228,CLEAR,1
P11Hg1w,MPC NEO,MPCLogger,2023-07-27 20:41:28,2023-08-08 00:19:21,2,2023-07-29 18:28:48,2023-07-30 06:10:00,2023-07-30 13:40:00,2023-07-30 09:30:00,,MPCLogger: Target removed from MPC list,2023-08-08 00:19:21,22.1776,0.7318,2.88,0.78,20.4,1.59,0.78,ORANGE,600.0,1.0,0,0,0,0,732907061742557690,CLEAR,1
P11JHdm,MPC NEO,MPCLogger,2023-09-17 02:48:03,2023-09-20 21:47:13,2,2023-09-16 21:21:36,,,2023-09-17 06:10:00,,MPCLogger: Target removed from MPC list,2023-09-20 21:47:13,22.1148,-3.9558,2.76,-19.8,20.3,1.39,2.7,ORANGE,600.0,1.0,0,0,0,0,733880760717021663,CLEAR,1
P21HmY9,MPC NEO,MPCLogger,2023-07-27 20:41:27,2023-07-29 20:57:20,2,2023-07-28 21:50:24,2023-07-29 09:50:00,2023-07-29 16:10:00,2023-07-28 12:10:00,,MPCLogger: Target removed from MPC list,2023-07-29 20:57:20,0.691,-15.3735,0.6,-0.12,20.3,1.96,1.33,GREEN,600.0,1.0,0,0,0,0,763843319141596556,CLEAR,1
Hi16OR1,MPC NEO,MPCLogger,2023-07-17 20:19:19,2023-07-18 22:37:28,2,2023-07-17 10:33:36,2023-07-18 05:50:00,2023-07-18 13:20:00,2023-07-18 09:20:00,RMSE,MPCLogger: Target removed from MPC list,2023-07-18 22:37:28,21.1438,1.1474,-0.06,-5.04,20.4,25743.11,3677.34,BLACK,600.0,1.0,0,0,0,0,766677537263886771,CLEAR,1
JKm001,MPC NEO,MPCLogger,2023-06-17 01:27:39,2023-06-17 04:34:08,2,2023-06-16 16:19:12,,,,vMag,One-time duplicate removal,,1.7654,18.9136,1.44,0.84,22.5,212.98813934113795,101.47725607248158,GREEN,,,0,0,0,0,777394533844237472,CLEAR,1
P11Ge6s,MPC NEO,MPCLogger,2023-06-21 02:34:55,2023-06-22 22:41:15,2,2023-06-21 07:40:48,2023-06-22 07:10:00,2023-06-22 14:40:00,2023-06-22 11:10:00,,MPCLogger: Target removed from MPC list,2023-06-22 22:41:15,21.3352,0.1659,-0.12,0.18,21.1,1.27,1.23,GREEN,600.0,3.0,0,0,0,0,786676287040945630,CLEAR,1
P21Jo5m,MPC NEO,MPCLogger,2023-09-13 18:35:05,2023-09-16 05:30:29,2,2023-09-14 18:28:48,2023-09-14 05:40:00,2023-09-14 13:10:00,2023-09-14 09:10:00,,MPCLogger: Target removed from MPC list,2023-09-16 05:30:29,0.8513,15.1499,3,-4.08,20.9,0.5,0.68,GREEN,600.0,2.0,0,0,0,0,794573988085620357,CLEAR,1
P21Hod2,MPC NEO,MPCLogger,2023-07-27 20:41:27,2023-07-29 20:57:20,2,2023-07-28 21:50:24,2023-07-29 05:00:00,2023-07-29 12:30:00,2023-07-29 08:30:00,,MPCLogger: Target removed from MPC list,2023-07-29 20:57:20,21.0251,20.5583,-3.18,3.9,20.5,104.46,137.01,ORANGE,600.0,1.0,0,0,0,0,804203211863769612,CLEAR,1
P11JonS,MPC NEO,MPCLogger,2023-09-13 18:35:05,2023-09-16 05:30:29,2,2023-09-13 18:14:24,2023-09-14 04:00:00,2023-09-14 11:30:00,2023-09-15 07:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-16 05:30:29,23.0216,2.5343,-0.96,0.12,21.9,81.05,6.34,GREEN,-1.0,-1.0,0,0,0,0,808751009203410409,CLEAR,1
P11MpBs,MPC NEO,MPCLogger,2023-10-20 04:12:17,2023-11-08 02:46:47,2,2023-10-30 17:16:48,,,2023-11-01 08:50:00,dRA/dDec,MPCLogger: Target removed from MPC list,2023-11-08 02:46:47,3.6182,-48.9679,-0.24,-0.36,21.1,92.87,168.48,GREEN,600.0,3.0,0,0,0,0,815215996705920330,CLEAR,1
C9V0VH2,MPC NEO,MPCLogger,2023-11-08 02:46:48,2023-11-08 03:36:29,2,2023-11-08 03:21:36,2023-11-08 08:30:00,2023-11-08 14:50:00,2023-11-07 10:40:00,,MPCLogger: Target removed from MPC list,2023-11-08 03:36:29,5.9472,-9.7414,3.48,-18,20.7,0.1,0.15,ORANGE,600.0,2.0,0,0,0,0,816033210626905909,CLEAR,1
C9JWRR2,MPC NEO,MPCLogger,2023-09-22 18:48:58,2023-09-25 23:00:15,2,2023-09-23 05:45:36,2023-09-24 06:10:00,2023-09-24 13:50:00,2023-09-23 09:40:00,,MPCLogger: Target removed from MPC list,2023-09-25 23:00:15,1.9426,21.8693,17.4,-25.2,20.2,2.5,4.6,ORANGE,600.0,1.0,0,0,0,0,839236385196507671,CLEAR,1
P21I62F,MPC NEO,MPCLogger,2023-08-29 18:23:31,2023-09-06 03:51:41,2,2023-08-29 16:33:36,2023-08-30 04:00:00,2023-08-30 06:20:00,2023-08-30 02:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-06 03:51:41,16.9643,6.8086,-0.24,1.14,22.2,139115.38,36086.13,RED,-1.0,-1.0,0,0,0,0,844187073393717503,CLEAR,1
GG0428,MPC NEO,MPCLogger,2023-09-28 18:51:22,2023-10-04 21:56:43,2,2023-09-29 16:04:48,,,2023-09-29 09:30:00,RMSE,MPCLogger: Target removed from MPC list,2023-10-04 21:56:43,2.1807,-55.3462,-4.26,3.24,19.8,10094.12,26688.47,BLACK,600.0,1.0,0,0,0,0,861414189313923618,CLEAR,1
P21KI00,MPC NEO,MPCLogger,2023-10-07 03:31:12,2023-10-16 22:13:23,2,2023-10-07 03:07:12,2023-10-07 03:00:00,2023-10-07 10:20:00,2023-10-07 06:10:00,,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,23.4377,16.8093,0.3,-2.46,21.5,1.02,0.24,GREEN,600.0,3.0,0,0,0,0,883224870421143108,CLEAR,1
C0M0J75,MPC NEO,MPCLogger,2023-10-24 18:16:19,2023-10-25 19:43:05,2,2023-10-23 16:48:00,,,2023-10-24 20:30:00,vMag,MPCLogger: Target removed from MPC list,2023-10-25 19:43:05,14.8173,-36.331,6.6,-0.06,29.4,313369.74,163322.01,RED,-1.0,-1.0,0,0,0,0,888889707378549490,,1
