CandidateName,CandidateType,Author,DateAdded,DateLastEdited,Priority,Updated,StartObservability,EndObservability,TransitTime,RejectedReason,RemovedReason,RemovedDt,RA,Dec,dRA,dDec,Magnitude,RMSE_RA,RMSE_Dec,ApproachColor,ExposureTime,NumExposures,Scheduled,Observed,Processed,Submitted,ID,Filter,Guide
C0J4E45,MPC NEO,MPCLogger,2023-09-20 21:47:16,2023-09-28 18:51:21,2,2023-09-25 16:19:12,2023-09-26 07:10:00,2023-09-26 14:40:00,2023-09-25 10:30:00,vMag,MPCLogger: Target removed from MPC list,2023-09-28 18:51:21,3.0028,12.0588,0.54,-0.06,24.5,20999.51,336.16,ORANGE,-1.0,-1.0,0,0,0,0,-9218214883685915942,CLEAR,1
3G96921,MPC NEO,MPCLogger,2023-07-12 21:31:47,2023-07-13 16:44:34,2,2023-07-12 16:04:48,,,2023-07-13 07:20:00,,MPCLogger: Target removed from MPC list,2023-07-13 16:44:34,18.9156,-52.3492,-0.9,-0.78,20.0,1.1,1.18,GREEN,600.0,1.0,0,0,0,0,-9208135407466563276,CLEAR,1
7N28001,MPC NEO,MPCLogger,2023-07-12 21:31:47,2023-07-14 08:36:50,2,2023-07-13 16:19:12,2023-07-14 07:00:00,2023-07-14 10:50:00,2023-07-14 06:50:00,,One-time duplicate removal,,18.4226,-2.8273,0.18,-0.6,18.5,190548.9,8639.13,BLACK,300.0,1.0,0,0,0,0,-9205125897851597540,CLEAR,1
P21Ghbg,MPC NEO,MPCLogger,2023-06-20 01:28:58,2023-07-18 22:41:03,2,2023-06-20 16:19:12,2023-06-21 06:00:00,2023-06-21 08:50:00,2023-06-21 09:50:00,,MPCLogger: Target removed from MPC list,2023-07-18 22:41:03,19.9566,-14.1409,0.54,0.9,21.5,1.32,1.27,GREEN,600.0,3.0,0,0,0,0,-9192295197591644129,CLEAR,1
P21G8y1,MPC NEO,MPCLogger,2023-06-21 02:34:55,2023-06-22 02:25:30,2,2023-06-20 16:48:00,2023-06-21 02:10:00,2023-06-21 09:40:00,2023-06-21 06:10:00,vMag,MPCLogger: Target removed from MPC list,2023-06-22 02:25:30,16.2074,13.7249,-0.96,0.3,21.9,8.11,7.25,GREEN,-1.0,-1.0,0,0,0,0,-9190540679582299493,CLEAR,1
gb00645,MPC NEO,MPCLogger,2023-10-20 04:12:17,2023-10-24 18:16:14,2,2023-10-20 03:50:24,2023-10-20 03:00:00,2023-10-20 07:20:00,2023-10-20 03:30:00,,MPCLogger: Target removed from MPC list,2023-10-24 18:16:14,21.5039,25.1457,-39,-16.2,19.4,0.8,0.82,ORANGE,300.0,1.0,0,0,0,0,-9187182677264892826,,1
P11M8vT,MPC NEO,MPCLogger,2023-10-20 04:12:18,2023-10-24 18:16:14,2,2023-10-19 16:19:12,2023-10-20 04:10:00,2023-10-20 11:40:00,2023-10-19 07:40:00,vMag,MPCLogger: Target removed from MPC list,2023-10-24 18:16:14,1.6511,27.8571,0,-2.16,21.8,1.02,6.34,GREEN,-1.0,-1.0,0,0,0,0,-9182952651980707669,,1
3H62421,MPC NEO,MPCLogger,2023-08-08 00:19:21,2023-08-29 18:23:30,2,2023-08-08 00:14:24,2023-08-09 01:40:00,2023-08-09 07:50:00,2023-08-08 04:00:00,Observability,MPCLogger: Target removed from MPC list,2023-08-29 18:23:30,17.1605,-16.2655,3.96,-4.32,19.6,0.92,1.41,GREEN,600.0,1.0,0,0,0,0,-9181280856086029805,CLEAR,1
P21I62v,MPC NEO,MPCLogger,2023-08-29 18:23:31,2023-09-16 05:30:28,2,2023-09-14 16:48:00,2023-09-14 03:00:00,2023-09-14 08:00:00,2023-09-15 04:50:00,vMag,MPCLogger: Target removed from MPC list,2023-09-16 05:30:28,20.4982,-32.4096,1.14,0.18,22.7,1308.1,112.66,GREEN,-1.0,-1.0,0,0,0,0,-9174227749030117629,CLEAR,1
A10VKeW,MPC NEO,MPCLogger,2023-06-24 00:34:32,2023-07-18 22:41:03,2,2023-06-24 06:14:24,2023-06-24 05:00:00,2023-06-24 11:00:00,2023-06-24 06:50:00,,MPCLogger: Target removed from MPC list,2023-07-18 22:41:03,17.1309,-3.698,6.6,12.6,19.2,0.52,0.47,ORANGE,300.0,1.0,0,0,0,0,-9162494265766252804,CLEAR,1
P21GIIi,MPC NEO,MPCLogger,2023-07-01 04:59:26,2023-07-19 01:28:05,2,2023-07-01 16:33:36,2023-07-03 08:10:00,2023-07-03 15:40:00,2023-07-03 11:40:00,vMag,MPCLogger: Target removed from MPC list,2023-07-19 01:28:05,22.5003,22.759,-0.06,0.24,21.9,4.48,4.12,GREEN,-1.0,-1.0,0,0,0,0,-9141152113816866266,CLEAR,1
C3WUYJ1,MPC NEO,MPCLogger,2023-10-16 22:13:25,2023-10-20 04:12:16,2,2023-10-16 09:07:12,2023-10-17 04:00:00,2023-10-17 11:30:00,2023-10-16 07:30:00,vMag,MPCLogger: Target removed from MPC list,2023-10-20 04:12:16,1.2634,0.436,-1.08,-0.6,21.7,0.43,0.24,ORANGE,-1.0,-1.0,0,0,0,0,-9138265221923232804,,1
C9K8K52,MPC NEO,MPCLogger,2023-09-25 23:00:15,2023-09-28 18:51:21,2,2023-09-25 11:02:24,2023-09-26 07:00:00,2023-09-26 14:30:00,2023-09-25 10:20:00,RMSE,MPCLogger: Target removed from MPC list,2023-09-28 18:51:21,2.8057,23.1347,-0.3,1.92,21.4,1387.79,707.24,RED,600.0,3.0,0,0,0,0,-9128260796116823651,,1
CA2EWT2,MPC NEO,MPCLogger,2023-12-17 21:40:46,2023-12-17 21:41:02,2,2023-12-17 09:07:12,2023-12-18 07:00:00,2023-12-18 14:30:00,2023-12-17 10:30:00,,,,8.4187,14.6296,-2.28,-6,21.3,1.0,2.76,ORANGE,600.0,3.0,0,0,0,0,-9127453681504763217,,1
P11GUSJ,MPC NEO,MPCLogger,2023-07-12 17:54:48,2023-07-15 04:17:12,2,2023-07-14 04:33:36,,,2023-07-14 08:30:00,Observability,MPCLogger: Target removed from MPC list,2023-07-15 04:17:12,20.1051,-28.6785,-0.48,0.36,20.2,1.28,0.78,GREEN,600.0,1.0,0,0,0,0,-9115736651730373841,CLEAR,1
C9J7TW2,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-25 23:00:14,2,2023-09-23 16:19:12,2023-09-24 10:00:00,2023-09-24 16:20:00,2023-09-23 12:20:00,RMSE,MPCLogger: Target removed from MPC list,2023-09-25 23:00:14,4.7232,-5.8484,-10.8,-4.14,19.4,243417.51,30441.06,ORANGE,300.0,1.0,0,0,0,0,-9105783959902597519,CLEAR,1
3JE1321,MPC NEO,MPCLogger,2023-09-16 05:30:30,2023-09-20 21:47:12,2,2023-09-16 09:07:12,2023-09-16 07:00:00,2023-09-16 08:50:00,2023-09-17 05:50:00,Observability,MPCLogger: Target removed from MPC list,2023-09-20 21:47:12,21.7853,-34.493,6.6,0.48,20.1,1.19,0.42,GREEN,600.0,1.0,0,0,0,0,-9084558718454336712,CLEAR,1
C9CWMP2,MPC NEO,MPCLogger,2023-06-22 02:46:21,2023-06-24 02:40:39,2,2023-06-22 16:33:36,2023-06-23 19:00:00,2023-06-23 20:10:00,2023-06-23 16:40:00,,One-time duplicate removal,,2.8832,22.2339,6.6,2.16,23.8,12.56,4.53,GREEN,-1.0,-1.0,0,0,0,0,-9079680977450664073,CLEAR,1
P21GiNw,MPC NEO,MPCLogger,2023-06-22 02:46:21,2023-07-19 00:01:22,2,2023-06-22 16:48:00,2023-06-23 16:00:00,2023-06-23 16:50:00,2023-06-23 14:30:00,Observability,MPCLogger: Target removed from MPC list,2023-07-19 00:01:22,0.7297,-3.9553,1.26,0.78,21.2,6.78,4.05,GREEN,600.0,3.0,0,0,0,0,-9079273198837033124,CLEAR,1
C9K3132,MPC NEO,MPCLogger,2023-09-25 23:00:15,2023-09-28 18:51:21,2,2023-09-25 11:02:24,2023-09-26 08:40:00,2023-09-26 16:10:00,2023-09-25 12:10:00,vMag,MPCLogger: Target removed from MPC list,2023-09-28 18:51:21,4.5929,23.8134,0.84,-5.28,21.6,0.56,2.86,GREEN,-1.0,-1.0,0,0,0,0,-9058104871003209151,,1
P21Mp3x,MPC NEO,MPCLogger,2023-10-20 04:12:17,2023-11-01 01:33:36,2,2023-10-25 16:48:00,,,2023-10-25 09:30:00,dRA/dDec,MPCLogger: Target removed from MPC list,2023-11-01 01:33:36,3.8883,-40.7096,-0.42,-0.3,21.1,19.83,21.43,GREEN,600.0,3.0,0,0,0,0,-9057226558171468820,CLEAR,1
P21GbMG,MPC NEO,MPCLogger,2023-06-20 01:28:58,2023-06-21 00:30:43,2,2023-06-20 00:28:48,,,2023-06-20 03:10:00,Observability,MPCLogger: Target removed from MPC list,2023-06-21 00:30:43,13.1543,-33.9491,-18.6,7.199999999999999,20.0,0.9074690077352504,0.7355270219373317,GREEN,,,0,0,0,0,-9056473307929300875,CLEAR,1
P11HjQN,MPC NEO,MPCLogger,2023-07-27 20:41:27,2023-08-29 18:23:30,2,2023-08-06 16:19:12,2023-08-09 23:30:00,2023-08-10 01:50:00,2023-08-08 03:10:00,vMag,MPCLogger: Target removed from MPC list,2023-08-29 18:23:30,16.4002,2.1984,0.3,-0.12,22.2,1394.53,1022.4,GREEN,-1.0,-1.0,0,0,0,0,-9045057677847469785,CLEAR,1
C9CXEF2,MPC NEO,MPCLogger,2023-06-15 05:05:17,2023-07-18 22:41:03,2,2023-06-15 06:43:12,2023-06-16 04:00:00,2023-06-16 07:20:00,,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:41:03,14.4329,55.7467,1.02,-0.8999999999999999,22.1,1.481215716902842,4.423629731340543,GREEN,,,0,0,0,0,-9022299221682616352,CLEAR,1
C5A6M8Z,MPC NEO,MPCLogger,2023-07-18 00:11:49,2023-07-24 01:19:06,2,2023-07-21 16:19:12,2023-07-22 05:00:00,2023-07-22 10:10:00,2023-07-22 06:00:00,vMag,MPCLogger: Target removed from MPC list,2023-07-24 01:19:06,18.1555,1.2708,0.96,-1.02,22.1,215456.52,78417.56,RED,-1.0,-1.0,0,0,0,0,-8995474582123782688,CLEAR,1
SCAX131,MPC NEO,MPCLogger,2023-11-08 02:46:48,2023-12-17 21:40:45,2,2023-11-07 18:00:00,2023-11-08 19:10:00,2023-11-08 22:50:00,2023-11-07 22:30:00,RMSE,MPCLogger: Target removed from MPC list,2023-12-17 21:40:45,17.8266,40.202,0.12,-1.68,17.1,70.91,113.4,GREEN,300.0,1.0,0,0,0,0,-8994986793607152050,CLEAR,1
C3V3711,MPC NEO,MPCLogger,2023-10-04 21:56:44,2023-10-07 03:31:12,2,2023-10-04 21:36:00,2023-10-05 05:40:00,2023-10-05 13:30:00,2023-10-04 08:50:00,,MPCLogger: Target removed from MPC list,2023-10-07 03:31:12,1.7994,16.0567,48.6,-17.4,18.4,38.17,10.68,ORANGE,300.0,1.0,0,0,0,0,-8986572204917740070,CLEAR,1
P11H84e,MPC NEO,MPCLogger,2023-07-17 20:19:19,2023-07-27 20:41:27,2,2023-07-23 16:33:36,2023-07-24 08:10:00,2023-07-24 14:00:00,2023-07-24 10:20:00,,MPCLogger: Target removed from MPC list,2023-07-27 20:41:27,22.6168,-27.3032,0.12,0.9,21.1,4.95,5.88,GREEN,600.0,3.0,0,0,0,0,-8980588829845969248,CLEAR,1
P11M8ub,MPC NEO,MPCLogger,2023-10-20 04:12:18,2023-10-24 18:16:14,2,2023-10-19 16:33:36,2023-10-20 03:40:00,2023-10-20 11:10:00,2023-10-19 07:10:00,,MPCLogger: Target removed from MPC list,2023-10-24 18:16:14,1.1954,33.4909,-6,6.6,21.4,3.23,3.97,GREEN,600.0,3.0,0,0,0,0,-8980120893439502785,,1
Hsn1NK1,MPC NEO,MPCLogger,2023-07-12 21:31:47,2023-07-18 22:44:19,2,2023-07-13 16:19:12,2023-07-14 07:00:00,2023-07-14 12:00:00,2023-07-14 08:00:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:44:19,19.5668,5.6531,0.18,-0.18,22.4,124630.77,24220.85,RED,-1.0,-1.0,0,0,0,0,-8978534406856535148,CLEAR,1
C47JTDZ,MPC NEO,MPCLogger,2023-06-16 01:32:13,2023-07-18 22:45:32,2,2023-06-16 16:19:12,2023-06-17 03:40:00,2023-06-17 09:50:00,,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:45:32,17.3577,-10.776,6.6,1.0799999999999998,21.6,150364.93895265443,33274.119566256,RED,,,0,0,0,0,-8973492941456324089,CLEAR,1
A10W2AJ,MPC NEO,MPCLogger,2023-07-24 01:19:06,2023-07-27 20:41:27,2,2023-07-23 17:31:12,,,2023-07-24 11:30:00,Observability,MPCLogger: Target removed from MPC list,2023-07-27 20:41:27,23.7993,-68.436,14.4,-1.86,19.9,242.79,90.53,ORANGE,600.0,1.0,0,0,0,0,-8972906146272708884,CLEAR,1
P21LDwd,MPC NEO,MPCLogger,2023-10-16 22:13:25,2023-10-20 04:12:16,2,2023-10-16 16:33:36,2023-10-17 05:00:00,2023-10-17 12:30:00,2023-10-16 08:20:00,vMag,MPCLogger: Target removed from MPC list,2023-10-20 04:12:16,2.189,26.1521,-0.78,-0.12,22.0,10.33,3.62,GREEN,-1.0,-1.0,0,0,0,0,-8959633921382198232,,1
P21PJEl,MPC NEO,MPCLogger,2023-12-17 21:40:46,2023-12-17 21:41:03,2,2023-12-17 11:16:48,2023-12-18 05:50:00,2023-12-18 05:00:00,2023-12-17 08:00:00,vMag,,,5.9203,-5.9206,-0.36,-0.12,21.8,0.93,0.71,GREEN,-1.0,-1.0,0,0,0,0,-8957834657867453292,,1
P11I1ju,MPC NEO,MPCLogger,2023-08-29 18:23:32,2023-09-10 16:57:34,2,2023-09-05 16:48:00,2023-09-06 05:00:00,2023-09-06 10:40:00,2023-09-06 07:10:00,vMag,MPCLogger: Target removed from MPC list,2023-09-10 16:57:34,22.3426,-29.6202,-0.18,0.42,22.0,1081.8,3384.56,ORANGE,-1.0,-1.0,0,0,0,0,-8954993974621291939,CLEAR,1
P11JWp3,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-21 01:10:14,2,2023-09-20 21:36:00,2023-09-21 03:00:00,2023-09-21 10:30:00,2023-09-21 06:30:00,vMag,MPCLogger: Target removed from MPC list,2023-09-21 01:10:14,22.6136,18.1763,-1.62,1.44,21.6,2.16,1.12,GREEN,-1.0,-1.0,0,0,0,0,-8952557029985399543,,1
P21Gsp7,MPC NEO,MPCLogger,2023-06-22 02:25:30,2023-07-18 22:45:32,2,2023-06-23 13:40:48,2023-06-24 08:40:00,2023-06-24 16:10:00,2023-06-24 12:00:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 22:45:32,22.32,2.4856,-0.06,0.24,21.9,1.64,0.78,GREEN,-1.0,-1.0,0,0,0,0,-8948262523151677781,CLEAR,1
A10VJYv,MPC NEO,MPCLogger,2023-06-26 07:22:47,2023-06-28 03:37:21,2,2023-06-28 03:21:36,2023-06-28 09:00:00,2023-06-28 15:20:00,2023-06-28 11:10:00,,One-time duplicate removal,,21.7652,-10.341,-0.12,0,17.1,149.35,85.11,GREEN,300.0,1.0,0,0,0,0,-8946785336397180820,CLEAR,1
P21KNiA,MPC NEO,MPCLogger,2023-10-07 03:31:12,2023-10-16 22:13:23,2,2023-10-07 02:24:00,2023-10-07 05:30:00,2023-10-07 13:00:00,2023-10-06 09:00:00,,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,2.1875,23.9033,-7.2,8.4,20.0,1.27,1.8,ORANGE,600.0,1.0,0,0,0,0,-8946354918971229077,CLEAR,1
C0J2RF5,MPC NEO,MPCLogger,2023-09-16 05:30:29,2023-09-20 21:47:12,2,2023-09-16 20:09:36,2023-09-16 22:00:00,2023-09-17 01:50:00,2023-09-17 01:30:00,,MPCLogger: Target removed from MPC list,2023-09-20 21:47:12,17.2947,41.1763,-4.02,-7.2,21.3,20.87,41.77,ORANGE,600.0,3.0,0,0,0,0,-8923667543488633565,CLEAR,1
P21IQwr,MPC NEO,MPCLogger,2023-09-10 16:57:35,2023-09-13 18:35:04,2,2023-09-10 15:07:12,2023-09-11 09:10:00,2023-09-11 14:50:00,2023-09-10 11:30:00,,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,2.9405,-31.4301,2.16,-2.82,21.0,5.53,7.84,GREEN,600.0,2.0,0,0,0,0,-8921525259962821738,CLEAR,1
C9CWMP2,MPC NEO,MPCLogger,2023-07-03 23:55:35,2023-07-05 23:09:11,2,2023-07-05 16:19:12,2023-07-05 21:00:00,2023-07-05 21:10:00,2023-07-05 17:00:00,vMag,One-time duplicate removal,,4.1343,26.7391,2.52,0.36,25.2,48.87,5.81,GREEN,-1.0,-1.0,0,0,0,0,-8920783225208226429,CLEAR,1
C0L5AX5,MPC NEO,MPCLogger,2023-10-16 22:13:24,2023-10-20 04:12:16,2,2023-10-16 10:19:12,2023-10-17 05:40:00,2023-10-17 12:00:00,2023-10-16 07:50:00,vMag,MPCLogger: Target removed from MPC list,2023-10-20 04:12:16,1.6829,-16.2365,1.44,2.7,22.3,26.68,17.51,GREEN,-1.0,-1.0,0,0,0,0,-8920355815826118710,,1
P21LK19,MPC NEO,MPCLogger,2023-10-16 22:13:25,2023-11-01 01:33:36,2,2023-10-25 16:33:36,2023-10-25 06:10:00,2023-10-25 12:30:00,2023-10-25 08:20:00,vMag,MPCLogger: Target removed from MPC list,2023-11-01 01:33:36,2.7045,-13.7715,0.12,-0.06,21.8,297.45,323.85,GREEN,-1.0,-1.0,0,0,0,0,-8907369889479751797,CLEAR,1
P21Jo6j,MPC NEO,MPCLogger,2023-09-13 18:35:05,2023-09-16 05:30:28,2,2023-09-14 04:33:36,2023-09-14 03:40:00,2023-09-14 11:10:00,2023-09-15 07:10:00,vMag,MPCLogger: Target removed from MPC list,2023-09-16 05:30:28,22.8326,22.9337,-0.6,-0.72,21.9,0.88,1.36,GREEN,-1.0,-1.0,0,0,0,0,-8906425478464527621,CLEAR,1
P21KPDW,MPC NEO,MPCLogger,2023-10-07 03:31:12,2023-10-16 22:13:23,2,2023-10-06 21:36:00,2023-10-07 06:30:00,2023-10-07 12:50:00,2023-10-06 08:40:00,dRA/dDec,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,1.8823,-14.014,-0.72,0.78,21.0,7.03,3.0,GREEN,600.0,2.0,0,0,0,0,-8898668724215513800,CLEAR,1
P11GzhE,MPC NEO,MPCLogger,2023-06-22 22:41:16,2023-07-19 00:04:56,2,2023-06-23 22:33:36,,,2023-06-24 12:40:00,Observability,MPCLogger: Target removed from MPC list,2023-07-19 00:04:56,22.981,-28.0659,0.3,-0.24,20.2,1.43,0.92,GREEN,600.0,1.0,0,0,0,0,-8880020755335181472,CLEAR,1
P11KPDY,MPC NEO,MPCLogger,2023-10-07 03:31:12,2023-10-16 22:13:23,2,2023-10-06 11:45:36,2023-10-07 03:50:00,2023-10-07 09:10:00,2023-10-07 06:00:00,dRA/dDec,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,23.2343,-32.6523,-0.6,0.24,21.1,83.78,16.21,ORANGE,600.0,3.0,0,0,0,0,-8873536105549525970,CLEAR,1
P11Hf8z,MPC NEO,MPCLogger,2023-07-24 01:19:06,2023-08-29 18:23:30,2,2023-07-28 21:50:24,2023-07-29 08:00:00,2023-07-29 14:20:00,2023-07-29 10:20:00,,MPCLogger: Target removed from MPC list,2023-08-29 18:23:30,22.8949,-5.0725,-0.42,-0.18,21.5,91335.39,5537.42,BLACK,600.0,3.0,0,0,0,0,-8834502975176824524,CLEAR,1
C9GE1P2,MPC NEO,MPCLogger,2023-09-10 16:57:35,2023-09-13 18:35:04,2,2023-09-11 04:48:00,2023-09-11 04:50:00,2023-09-11 12:20:00,2023-09-11 08:10:00,,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,23.7304,41.7844,1.56,-0.84,21.4,1.47,0.87,GREEN,600.0,3.0,0,0,0,0,-8816545798450893450,CLEAR,1
P11Ge6q,MPC NEO,MPCLogger,2023-06-20 01:28:58,2023-07-19 00:01:22,2,2023-06-20 16:33:36,2023-06-21 07:40:00,2023-06-21 08:50:00,2023-06-21 11:40:00,vMag,MPCLogger: Target removed from MPC list,2023-07-19 00:01:22,21.6986,-2.2427,-0.12,0.18,22.2,6.16,2.84,GREEN,-1.0,-1.0,0,0,0,0,-8815232701104270732,CLEAR,1
P11Gvm7,MPC NEO,MPCLogger,2023-06-22 02:25:30,2023-06-23 17:33:54,2,2023-06-23 05:16:48,2023-06-23 04:00:00,2023-06-23 09:10:00,2023-06-23 06:40:00,,MPCLogger: Target removed from MPC list,2023-06-23 17:33:54,16.9479,-18.647,-0.72,-14.4,19.6,0.84,1.07,ORANGE,600.0,1.0,0,0,0,0,-8809279743420717265,CLEAR,1
P21GMvO,MPC NEO,MPCLogger,2023-07-18 22:37:28,2023-07-21 23:56:41,2,2023-07-19 16:19:12,2023-07-21 10:00:00,2023-07-21 17:30:00,2023-07-20 13:30:00,RMSE,MPCLogger: Target removed from MPC list,2023-07-21 23:56:41,1.5421,21.4682,1.98,0.78,21.5,36741.13,7998.09,GREEN,600.0,3.0,0,0,0,0,-8799170893440031183,CLEAR,1
C9HKAV2,MPC NEO,MPCLogger,2023-09-20 21:47:15,2023-09-22 07:25:35,2,2023-09-20 18:00:00,2023-09-21 09:10:00,2023-09-21 16:40:00,2023-09-20 12:40:00,vMag,MPCLogger: Target removed from MPC list,2023-09-22 07:25:35,4.7405,11.5551,0.18,0.6,21.7,5.08,7.9,GREEN,-1.0,-1.0,0,0,0,0,-8796166071442265175,CLEAR,1
HirtMR2,MPC NEO,MPCLogger,2023-06-20 01:28:58,2023-07-19 00:01:22,2,2023-06-20 16:19:12,,,2023-06-21 13:30:00,RMSE,MPCLogger: Target removed from MPC list,2023-07-19 00:01:22,23.6411,-28.3597,-2.28,-7.8,19.6,1742.21,6763.93,RED,600.0,1.0,0,0,0,0,-8793195650863212273,CLEAR,1
P21IGDP,MPC NEO,MPCLogger,2023-09-10 16:57:36,2023-09-13 18:35:04,2,2023-09-10 08:52:48,2023-09-11 05:50:00,2023-09-11 13:20:00,2023-09-10 09:20:00,vMag,MPCLogger: Target removed from MPC list,2023-09-13 18:35:04,0.7653,13.4136,-0.72,-0.06,22.0,7.66,3.74,GREEN,-1.0,-1.0,0,0,0,0,-8789882441798261498,CLEAR,1
C0M0K25,MPC NEO,MPCLogger,2023-10-24 18:16:19,2023-10-25 19:43:05,2,2023-10-23 16:48:00,2023-10-25 05:20:00,2023-10-25 12:50:00,2023-10-24 08:50:00,vMag,MPCLogger: Target removed from MPC list,2023-10-25 19:43:05,3.1898,31.4374,-4.2,-3,22.1,319058.71,188574.22,RED,-1.0,-1.0,0,0,0,0,-8789084349559669430,,1
n6p3W06,MPC NEO,MPCLogger,2023-12-17 21:40:46,2023-12-17 21:41:03,2,2023-12-16 16:48:00,,,2023-12-17 07:40:00,vMag,,,5.547,-35.6487,0.18,-2.76,22.3,46745.87,33615.85,ORANGE,-1.0,-1.0,0,0,0,0,-8776789144952344395,,1
P11KNuw,MPC NEO,MPCLogger,2023-10-07 03:31:12,2023-11-01 01:33:36,2,2023-10-25 16:48:00,2023-10-25 04:30:00,2023-10-25 10:20:00,2023-10-25 06:50:00,vMag,MPCLogger: Target removed from MPC list,2023-11-01 01:33:36,1.1853,-29.1744,-0.06,0.54,22.5,189794.68,83256.25,RED,-1.0,-1.0,0,0,0,0,-8765312130574061217,CLEAR,1
C9L7UM2,MPC NEO,MPCLogger,2023-10-07 03:31:13,2023-10-16 22:13:23,2,2023-10-07 00:28:48,2023-10-07 03:00:00,2023-10-07 10:30:00,2023-10-07 06:30:00,,MPCLogger: Target removed from MPC list,2023-10-16 22:13:23,23.6521,7.4456,-15.6,2.64,20.0,18.64,5.53,ORANGE,600.0,1.0,0,0,0,0,-8764347744024485019,CLEAR,1
P21GGRT,MPC NEO,MPCLogger,2023-07-06 23:12:29,2023-07-19 02:21:39,2,2023-07-07 16:33:36,2023-07-08 07:10:00,2023-07-08 14:40:00,2023-07-08 10:40:00,Observability,MPCLogger: Target removed from MPC list,2023-07-19 02:21:39,21.8486,8.0797,-0.24,0.24,21.5,46.84,34.67,GREEN,600.0,3.0,0,0,0,0,-8756234267939722851,CLEAR,1
or02369,MPC NEO,MPCLogger,2023-12-17 21:40:46,2023-12-17 21:41:03,2,2023-12-17 05:31:12,2023-12-17 22:40:00,2023-12-18 06:20:00,2023-12-17 02:10:00,RMSE,,,0.0483,4.9293,5.1,-1.5,20.6,1114.49,359.01,ORANGE,600.0,2.0,0,0,0,0,-8752676903818288895,,1
a38257c,MPC NEO,MPCLogger,2023-07-18 00:11:49,2023-07-18 00:20:23,2,2023-07-18 00:00:00,,,2023-07-17 18:50:00,vMag,MPCLogger: Target removed from MPC list,2023-07-18 00:20:23,6.6168,29.2284,0.72,-0.06,27.1,54674.31,39286.61,GREEN,-1.0,-1.0,0,0,0,0,-8748798031407310908,,1
P21HpQ4,MPC NEO,MPCLogger,2023-07-27 20:41:27,2023-08-29 18:23:30,2,2023-08-06 16:48:00,2023-08-10 06:10:00,2023-08-10 10:50:00,2023-08-08 08:40:00,RMSE,MPCLogger: Target removed from MPC list,2023-08-29 18:23:30,21.8637,-15.2685,-1.26,-1.02,21.4,346732.91,52475.68,RED,600.0,3.0,0,0,0,0,-8732255432390292973,CLEAR,1
P11GoAB,MPC NEO,MPCLogger,2023-06-21 02:34:55,2023-06-22 02:25:30,2,2023-06-20 20:52:48,2023-06-21 06:50:00,2023-06-21 11:50:00,2023-06-21 10:40:00,,MPCLogger: Target removed from MPC list,2023-06-22 02:25:30,20.7336,-10.6841,6.6,-4.02,19.9,3.71,2.36,GREEN,600.0,1.0,0,0,0,0,-8723156619467693715,CLEAR,1
P11HmDD,MPC NEO,MPCLogger,2023-07-27 20:41:27,2023-08-08 00:19:21,2,2023-07-28 21:50:24,2023-07-30 06:40:00,2023-07-30 14:10:00,2023-07-30 10:10:00,vMag,MPCLogger: Target removed from MPC list,2023-08-08 00:19:21,22.8067,2.4642,-0.96,0,21.8,170138.7,4541.05,BLACK,-1.0,-1.0,0,0,0,0,-8721999775052070048,CLEAR,1
P11I1jt,MPC NEO,MPCLogger,2023-08-29 18:23:32,2023-09-10 16:57:34,2,2023-09-05 16:48:00,2023-09-06 04:30:00,2023-09-06 08:10:00,2023-09-06 06:50:00,vMag,MPCLogger: Target removed from MPC list,2023-09-10 16:57:34,21.9368,-34.9367,-0.48,-0.9,22.0,2382.47,5747.67,GREEN,-1.0,-1.0,0,0,0,0,-8715606532841733111,CLEAR,1
A10VOwM,MPC NEO,MPCLogger,2023-07-05 07:01:11,2023-07-05 18:34:45,2,2023-07-05 04:33:36,,,2023-07-04 14:50:00,Observability,MPCLogger: Target removed from MPC list,2023-07-05 18:34:45,1.8224,-59.4407,-1.5,1.56,16.9,8.18,11.95,ORANGE,300.0,1.0,0,0,0,0,-8709590682908376367,CLEAR,1
P21HmYb,MPC NEO,MPCLogger,2023-07-27 20:41:27,2023-07-29 00:59:05,2,2023-07-27 16:19:12,2023-07-28 09:50:00,2023-07-28 15:50:00,2023-07-27 12:00:00,,MPCLogger: Target removed from MPC list,2023-07-29 00:59:05,0.5409,-14.6175,0.9,-0.54,21.1,41.01,39.26,GREEN,600.0,3.0,0,0,0,0,-8708159604291479726,CLEAR,1
